,year,wtem,wpre,country,g,region,regyear,dummy_gdp,dev,parent
Burkina Faso-1986,1986,27.67087555,7.459215164,Burkina Faso,5.432609257,SSAF,SSAF 1986,1,dev 1986,UV
Burkina Faso-1987,1987,28.53645706,6.969610214,Burkina Faso,-4.225317097,SSAF,SSAF 1987,1,dev 1987,UV
Burkina Faso-1988,1988,27.96435356,7.896054268,Burkina Faso,3.470652528,SSAF,SSAF 1988,1,dev 1988,UV
Burkina Faso-1989,1989,27.64929008,7.832832813,Burkina Faso,-2.038635982,SSAF,SSAF 1989,1,dev 1989,UV
Burkina Faso-1990,1990,28.29988861,6.573205948,Burkina Faso,-4.460418455,SSAF,SSAF 1990,1,dev 1990,UV
Burkina Faso-1991,1991,27.82977867,9.206009865,Burkina Faso,5.446610074,SSAF,SSAF 1991,1,dev 1991,UV
Burkina Faso-1992,1992,27.41264534,8.166563034,Burkina Faso,-2.572975303,SSAF,SSAF 1992,1,dev 1992,UV
Burkina Faso-1993,1993,28.04563332,7.749595642,Burkina Faso,1.656205348,SSAF,SSAF 1993,1,dev 1993,UV
Burkina Faso-1994,1994,27.50606346,11.05354786,Burkina Faso,-1.808635169,SSAF,SSAF 1994,1,dev 1994,UV
Burkina Faso-1995,1995,27.98872757,7.845317841,Burkina Faso,1.729510999,SSAF,SSAF 1995,1,dev 1995,UV
Burkina Faso-1996,1996,28.15040588,7.604095936,Burkina Faso,4.140952425,SSAF,SSAF 1996,1,dev 1996,UV
Burkina Faso-1997,1997,28.00867653,6.943336964,Burkina Faso,2.386342171,SSAF,SSAF 1997,1,dev 1997,UV
Burkina Faso-1998,1998,28.42903519,8.325306892,Burkina Faso,-1.711002752,SSAF,SSAF 1998,1,dev 1998,UV
Burkina Faso-1999,1999,27.93664742,8.583467484,Burkina Faso,3.684404449,SSAF,SSAF 1999,1,dev 1999,UV
Burkina Faso-2000,2000,27.99316978,7.023718357,Burkina Faso,-1.347892089,SSAF,SSAF 2000,1,dev 2000,UV
Burkina Faso-2001,2001,28.19430351,7.304225445,Burkina Faso,2.651889687,SSAF,SSAF 2001,1,dev 2001,UV
Burkina Faso-2002,2002,28.36680031,6.695249557,Burkina Faso,1.116102339,SSAF,SSAF 2002,1,dev 2002,UV
Burkina Faso-2003,2003,28.19720459,9.796755791,Burkina Faso,3.062108508,SSAF,SSAF 2003,1,dev 2003,UV
Burundi-1961,1961,20.30092621,12.21015739,Burundi,-16.55371711,SSAF,SSAF 1961,1,dev 1961,BY
Burundi-1962,1962,19.59087944,12.21378994,Burundi,6.936781976,SSAF,SSAF 1962,1,dev 1962,BY
Burundi-1963,1963,19.67214966,12.80108929,Burundi,2.31194576,SSAF,SSAF 1963,1,dev 1963,BY
Burundi-1964,1964,19.63124275,11.58096027,Burundi,4.305171726,SSAF,SSAF 1964,1,dev 1964,BY
Burundi-1965,1965,19.74140167,11.80066586,Burundi,2.056457782,SSAF,SSAF 1965,1,dev 1965,BY
Burundi-1966,1966,19.6855011,11.62967491,Burundi,2.580045274,SSAF,SSAF 1966,1,dev 1966,BY
Burundi-1967,1967,19.57872009,13.21967602,Burundi,10.95086255,SSAF,SSAF 1967,1,dev 1967,BY
Burundi-1968,1968,19.33525658,13.01604366,Burundi,-2.230003918,SSAF,SSAF 1968,1,dev 1968,BY
Burundi-1969,1969,19.8812294,10.53613567,Burundi,-3.174070434,SSAF,SSAF 1969,1,dev 1969,BY
Burundi-1970,1970,19.7011013,12.11170292,Burundi,17.94633054,SSAF,SSAF 1970,1,dev 1970,BY
Burundi-1971,1971,19.01785851,12.31096935,Burundi,1.677496273,SSAF,SSAF 1971,1,dev 1971,BY
Burundi-1972,1972,19.76082039,11.94174099,Burundi,-7.390756054,SSAF,SSAF 1972,1,dev 1972,BY
Burundi-1973,1973,19.68698502,10.76177025,Burundi,5.960546552,SSAF,SSAF 1973,1,dev 1973,BY
Burundi-1974,1974,19.31399155,11.07194138,Burundi,-1.614101723,SSAF,SSAF 1974,1,dev 1974,BY
Burundi-1975,1975,19.36049271,10.66996861,Burundi,-0.554403587,SSAF,SSAF 1975,1,dev 1975,BY
Burundi-1976,1976,19.52857399,10.68576908,Burundi,5.994691689,SSAF,SSAF 1976,1,dev 1976,BY
Burundi-1977,1977,19.85695457,12.25141239,Burundi,8.860468623,SSAF,SSAF 1977,1,dev 1977,BY
Burundi-1978,1978,19.8249855,12.25235748,Burundi,-3.281076647,SSAF,SSAF 1978,1,dev 1978,BY
Burundi-1979,1979,19.91305733,12.53883553,Burundi,-0.989306389,SSAF,SSAF 1979,1,dev 1979,BY
Burundi-1980,1980,19.93272781,11.22564983,Burundi,-1.916886693,SSAF,SSAF 1980,1,dev 1980,BY
Burundi-1981,1981,20.12350845,11.43738556,Burundi,8.338364164,SSAF,SSAF 1981,1,dev 1981,BY
Burundi-1982,1982,19.92440796,12.70296001,Burundi,-4.393125739,SSAF,SSAF 1982,1,dev 1982,BY
Burundi-1983,1983,20.49723434,10.60225487,Burundi,0.203154494,SSAF,SSAF 1983,1,dev 1983,BY
Burundi-1984,1984,20.06082153,9.979177475,Burundi,-3.307575024,SSAF,SSAF 1984,1,dev 1984,BY
Burundi-1985,1985,20.50268173,11.55827427,Burundi,7.732033881,SSAF,SSAF 1985,1,dev 1985,BY
Burundi-1986,1986,20.66460419,12.15673828,Burundi,-0.137817079,SSAF,SSAF 1986,1,dev 1986,BY
Burundi-1987,1987,20.64853668,10.66509056,Burundi,2.116532625,SSAF,SSAF 1987,1,dev 1987,BY
Burundi-1988,1988,20.8058033,12.60675526,Burundi,1.846286912,SSAF,SSAF 1988,1,dev 1988,BY
Burundi-1989,1989,20.13308334,12.37953949,Burundi,-1.453613662,SSAF,SSAF 1989,1,dev 1989,BY
Burundi-1990,1990,20.84383392,10.60098171,Burundi,0.966491184,SSAF,SSAF 1990,1,dev 1990,BY
Burundi-1991,1991,20.57671356,11.15408802,Burundi,2.701969625,SSAF,SSAF 1991,1,dev 1991,BY
Burundi-1992,1992,20.8723526,9.946995735,Burundi,-0.907356415,SSAF,SSAF 1992,1,dev 1992,BY
Burundi-1993,1993,20.8355484,9.212662697,Burundi,-8.091786052,SSAF,SSAF 1993,1,dev 1993,BY
Burundi-1994,1994,21.21815681,10.56239986,Burundi,-5.290601717,SSAF,SSAF 1994,1,dev 1994,BY
Burundi-1995,1995,21.2672596,9.92096138,Burundi,-9.400082345,SSAF,SSAF 1995,1,dev 1995,BY
Burundi-1996,1996,20.38970184,10.63168716,Burundi,-9.235203543,SSAF,SSAF 1996,1,dev 1996,BY
Burundi-1997,1997,20.91552353,11.20704842,Burundi,-2.325008583,SSAF,SSAF 1997,1,dev 1997,BY
Burundi-1998,1998,20.74448776,10.57231522,Burundi,3.865293943,SSAF,SSAF 1998,1,dev 1998,BY
Burundi-1999,1999,20.23433685,11.11126041,Burundi,-2.134066337,SSAF,SSAF 1999,1,dev 1999,BY
Burundi-2000,2000,20.3875351,11.46374321,Burundi,-2.520283236,SSAF,SSAF 2000,1,dev 2000,BY
Burundi-2001,2001,20.64131165,10.96889973,Burundi,-0.209892632,SSAF,SSAF 2001,1,dev 2001,BY
Burundi-2002,2002,20.36512756,12.25263596,Burundi,1.602501704,SSAF,SSAF 2002,1,dev 2002,BY
Burundi-2003,2003,20.6350956,9.280936241,Burundi,-4.386314928,SSAF,SSAF 2003,1,dev 2003,BY
Cameroon-1961,1961,24.07311058,19.04244995,Cameroon,-0.807787049,SSAF,SSAF 1961,1,dev 1961,CM
Cameroon-1962,1962,24.1809597,20.66532516,Cameroon,0.943276966,SSAF,SSAF 1962,1,dev 1962,CM
Cameroon-1963,1963,24.40752029,18.25235748,Cameroon,1.558870326,SSAF,SSAF 1963,1,dev 1963,CM
Cameroon-1964,1964,24.14198303,20.0389328,Cameroon,1.316709701,SSAF,SSAF 1964,1,dev 1964,CM
Cameroon-1965,1965,24.16283035,19.75758553,Cameroon,-0.211032917,SSAF,SSAF 1965,1,dev 1965,CM
Cameroon-1966,1966,24.34949684,20.5275631,Cameroon,2.246808637,SSAF,SSAF 1966,1,dev 1966,CM
Cameroon-1967,1967,24.2639637,19.4503479,Cameroon,-13.86999975,SSAF,SSAF 1967,1,dev 1967,CM
Cameroon-1968,1968,24.19488907,19.34044456,Cameroon,3.787089756,SSAF,SSAF 1968,1,dev 1968,CM
Cameroon-1969,1969,24.51389122,21.65577126,Cameroon,2.368259936,SSAF,SSAF 1969,1,dev 1969,CM
Cameroon-1970,1970,24.31124115,18.98203087,Cameroon,0.576789805,SSAF,SSAF 1970,1,dev 1970,CM
Cameroon-1971,1971,23.84891701,18.73095512,Cameroon,0.908637441,SSAF,SSAF 1971,1,dev 1971,CM
Cameroon-1972,1972,24.14095497,17.62375641,Cameroon,0.083490266,SSAF,SSAF 1972,1,dev 1972,CM
Cameroon-1973,1973,24.5412674,17.14638519,Cameroon,2.602936347,SSAF,SSAF 1973,1,dev 1973,CM
Cameroon-1974,1974,23.80241394,18.90257835,Cameroon,7.503526629,SSAF,SSAF 1974,1,dev 1974,CM
Cameroon-1975,1975,23.88502693,18.78005219,Cameroon,7.877532611,SSAF,SSAF 1975,1,dev 1975,CM
Cameroon-1976,1976,23.95328522,19.43567467,Cameroon,-8.521803411,SSAF,SSAF 1976,1,dev 1976,CM
Cameroon-1977,1977,24.41445923,16.4727211,Cameroon,9.93279142,SSAF,SSAF 1977,1,dev 1977,CM
Cameroon-1978,1978,24.27162361,19.16880608,Cameroon,16.91747518,SSAF,SSAF 1978,1,dev 1978,CM
Cameroon-1979,1979,24.5063076,18.91187096,Cameroon,2.913574093,SSAF,SSAF 1979,1,dev 1979,CM
Cameroon-1980,1980,24.60714722,19.02662468,Cameroon,-4.876036634,SSAF,SSAF 1980,1,dev 1980,CM
Cameroon-1981,1981,24.03842735,19.0631752,Cameroon,12.95072763,SSAF,SSAF 1981,1,dev 1981,CM
Cameroon-1982,1982,23.86849976,19.17899895,Cameroon,4.481003204,SSAF,SSAF 1982,1,dev 1982,CM
Cameroon-1983,1983,24.18111038,16.10662079,Cameroon,3.89037852,SSAF,SSAF 1983,1,dev 1983,CM
Cameroon-1984,1984,24.03701019,16.48805618,Cameroon,4.421990275,SSAF,SSAF 1984,1,dev 1984,CM
Cameroon-1985,1985,23.98558617,17.64268875,Cameroon,4.903996371,SSAF,SSAF 1985,1,dev 1985,CM
Cameroon-1986,1986,23.92123032,17.30358887,Cameroon,3.63780272,SSAF,SSAF 1986,1,dev 1986,CM
Cameroon-1987,1987,24.54756546,15.8125782,Cameroon,-5.121920988,SSAF,SSAF 1987,1,dev 1987,CM
Cameroon-1988,1988,24.20192337,17.74251175,Cameroon,-11.10510445,SSAF,SSAF 1988,1,dev 1988,CM
Cameroon-1989,1989,23.82985306,16.59716797,Cameroon,-4.76239657,SSAF,SSAF 1989,1,dev 1989,CM
Cameroon-1990,1990,24.41568184,18.15699959,Cameroon,-9.166829762,SSAF,SSAF 1990,1,dev 1990,CM
Cameroon-1991,1991,24.20751381,17.38097191,Cameroon,-6.685041586,SSAF,SSAF 1991,1,dev 1991,CM
Cameroon-1992,1992,23.8801403,17.22633171,Cameroon,-5.887066865,SSAF,SSAF 1992,1,dev 1992,CM
Cameroon-1993,1993,24.32998276,17.80418587,Cameroon,-5.914033281,SSAF,SSAF 1993,1,dev 1993,CM
Cameroon-1994,1994,24.23667717,18.27794838,Cameroon,-5.105152855,SSAF,SSAF 1994,1,dev 1994,CM
Cameroon-1995,1995,24.3341732,16.9420948,Cameroon,0.768786407,SSAF,SSAF 1995,1,dev 1995,CM
Cameroon-1996,1996,24.40287971,17.85683441,Cameroon,2.499994233,SSAF,SSAF 1996,1,dev 1996,CM
Cameroon-1997,1997,24.533144,18.63778687,Cameroon,2.69035357,SSAF,SSAF 1997,1,dev 1997,CM
Cameroon-1998,1998,25.01208687,17.67472839,Cameroon,2.718113516,SSAF,SSAF 1998,1,dev 1998,CM
Cameroon-1999,1999,24.38075256,18.20055008,Cameroon,2.174390879,SSAF,SSAF 1999,1,dev 1999,CM
Cameroon-2000,2000,24.03269577,15.04411316,Cameroon,2.051794734,SSAF,SSAF 2000,1,dev 2000,CM
Cameroon-2001,2001,24.18101501,16.14781189,Cameroon,2.411680104,SSAF,SSAF 2001,1,dev 2001,CM
Cameroon-2002,2002,24.49550819,17.87898636,Cameroon,1.986354008,SSAF,SSAF 2002,1,dev 2002,CM
Cameroon-2003,2003,24.63439369,12.51916313,Cameroon,2.068154166,SSAF,SSAF 2003,1,dev 2003,CM
Canada-1966,1966,4.652282715,9.153370857,Canada,4.514419694,WEOFF,WEOFF 1966,0,dev,CA
Canada-1967,1967,4.462776661,9.893504143,Canada,1.074274806,WEOFF,WEOFF 1967,0,dev,CA
Canada-1968,1968,4.649713993,9.646513939,Canada,3.546492194,WEOFF,WEOFF 1968,0,dev,CA
Canada-1969,1969,4.766183376,9.057701111,Canada,3.766546369,WEOFF,WEOFF 1969,0,dev,CA
Canada-1970,1970,4.495791912,8.900509834,Canada,1.152760081,WEOFF,WEOFF 1970,0,dev,CA
Canada-1971,1971,4.623325825,9.232281685,Canada,3.9223596,WEOFF,WEOFF 1971,0,dev,CA
Canada-1972,1972,3.670347929,10.58318329,Canada,3.640674921,WEOFF,WEOFF 1972,0,dev,CA
Canada-1973,1973,5.493927002,10.75018406,Canada,5.007408879,WEOFF,WEOFF 1973,0,dev,CA
Canada-1974,1974,4.489242077,9.949558258,Canada,1.760413177,WEOFF,WEOFF 1974,0,dev,CA
Canada-1975,1975,4.962007046,9.486016273,Canada,-0.062940027,WEOFF,WEOFF 1975,0,dev,CA
Canada-1976,1976,4.3965168,9.901988983,Canada,3.72925321,WEOFF,WEOFF 1976,0,dev,CA
Canada-1977,1977,5.012256145,9.869775772,Canada,2.129516682,WEOFF,WEOFF 1977,0,dev,CA
Canada-1978,1978,4.077376366,8.578150749,Canada,2.835469368,WEOFF,WEOFF 1978,0,dev,CA
Canada-1979,1979,4.78403616,9.615555763,Canada,2.691380772,WEOFF,WEOFF 1979,0,dev,CA
Canada-1980,1980,4.368294716,9.522148132,Canada,0.823364663,WEOFF,WEOFF 1980,0,dev,CA
Canada-1981,1981,5.555119038,9.981081009,Canada,1.692476629,WEOFF,WEOFF 1981,0,dev,CA
Canada-1982,1982,4.230518341,9.216791153,Canada,-4.172232243,WEOFF,WEOFF 1982,0,dev,CA
Canada-1983,1983,5.363778114,10.15731621,Canada,1.793472585,WEOFF,WEOFF 1983,0,dev,CA
Canada-1984,1984,5.042618752,9.413998604,Canada,4.746973933,WEOFF,WEOFF 1984,0,dev,CA
Canada-1985,1985,4.338471413,8.87305069,Canada,3.738824331,WEOFF,WEOFF 1985,0,dev,CA
Canada-1986,1986,4.993655205,10.02062225,Canada,1.365684883,WEOFF,WEOFF 1986,0,dev,CA
Canada-1987,1987,6.098910332,8.479167938,Canada,2.835434638,WEOFF,WEOFF 1987,0,dev,CA
Canada-1988,1988,5.369369507,8.923494339,Canada,3.564563486,WEOFF,WEOFF 1988,0,dev,CA
Canada-1989,1989,4.368082047,8.841702461,Canada,0.696312363,WEOFF,WEOFF 1989,0,dev,CA
Canada-1990,1990,5.670298576,10.5572176,Canada,-1.31737021,WEOFF,WEOFF 1990,0,dev,CA
Canada-1991,1991,5.826761246,9.059487343,Canada,-3.515805858,WEOFF,WEOFF 1991,0,dev,CA
Canada-1992,1992,4.75036335,9.380935669,Canada,-0.357088,WEOFF,WEOFF 1992,0,dev,CA
Canada-1993,1993,4.656058788,9.151668549,Canada,1.223597669,WEOFF,WEOFF 1993,0,dev,CA
Canada-1994,1994,4.838677406,8.970359802,Canada,3.736895307,WEOFF,WEOFF 1994,0,dev,CA
Canada-1995,1995,5.058425903,9.848624229,Canada,1.916804714,WEOFF,WEOFF 1995,0,dev,CA
Canada-1996,1996,4.394382477,10.4887085,Canada,0.520108013,WEOFF,WEOFF 1996,0,dev,CA
Canada-1997,1997,4.827237129,9.312175751,Canada,3.100109965,WEOFF,WEOFF 1997,0,dev,CA
Canada-1998,1998,6.823538303,8.84724617,Canada,3.13430373,WEOFF,WEOFF 1998,0,dev,CA
Canada-1999,1999,6.306176662,9.205601692,Canada,4.630906273,WEOFF,WEOFF 1999,0,dev,CA
Canada-2000,2000,5.105706692,8.417964935,Canada,4.235416492,WEOFF,WEOFF 2000,0,dev,CA
Canada-2001,2001,6.256947994,5.960438728,Canada,0.740936983,WEOFF,WEOFF 2001,0,dev,CA
Canada-2002,2002,5.104658604,6.226261139,Canada,2.125634739,WEOFF,WEOFF 2002,0,dev,CA
Canada-2003,2003,4.179802895,7.920809269,Canada,1.125181549,WEOFF,WEOFF 2003,0,dev,CA
Cape Verde-1982,1982,23.07500076,7.01099968,Cape Verde,3.385522213,SSAF,SSAF 1982,1,dev 1982,CV
Cape Verde-1983,1983,23.56666756,8.137000084,Cape Verde,8.173676782,SSAF,SSAF 1983,1,dev 1983,CV
Cape Verde-1984,1984,23.125,7.498999596,Cape Verde,7.726564189,SSAF,SSAF 1984,1,dev 1984,CV
Cape Verde-1985,1985,22.98333359,7.496999741,Cape Verde,5.458727207,SSAF,SSAF 1985,1,dev 1985,CV
Cape Verde-1986,1986,22.69166756,6.656999588,Cape Verde,0.365254256,SSAF,SSAF 1986,1,dev 1986,CV
Cape Verde-1987,1987,23.89166641,7.863000393,Cape Verde,0.49411784,SSAF,SSAF 1987,1,dev 1987,CV
Cape Verde-1988,1988,23.25833321,8.425999641,Cape Verde,3.714552766,SSAF,SSAF 1988,1,dev 1988,CV
Cape Verde-1989,1989,23.04999924,7.241000175,Cape Verde,3.367177407,SSAF,SSAF 1989,1,dev 1989,CV
Cape Verde-1990,1990,23.59166718,8.175999641,Cape Verde,-1.5671754,SSAF,SSAF 1990,1,dev 1990,CV
Cape Verde-1991,1991,23.14166641,8.702000618,Cape Verde,-0.960968723,SSAF,SSAF 1991,1,dev 1991,CV
Cape Verde-1992,1992,23.20833397,7.671000004,Cape Verde,0.778017799,SSAF,SSAF 1992,1,dev 1992,CV
Cape Verde-1993,1993,23.28333282,9.781000137,Cape Verde,4.356128912,SSAF,SSAF 1993,1,dev 1993,CV
Cape Verde-1994,1994,23.26666641,8.343999863,Cape Verde,4.247699489,SSAF,SSAF 1994,1,dev 1994,CV
Cape Verde-1995,1995,23.64999962,8.703000069,Cape Verde,4.814559935,SSAF,SSAF 1995,1,dev 1995,CV
Cape Verde-1996,1996,23.67499924,7.623000145,Cape Verde,1.561103188,SSAF,SSAF 1996,1,dev 1996,CV
Cape Verde-1997,1997,24.41666603,8.204000473,Cape Verde,2.935067614,SSAF,SSAF 1997,1,dev 1997,CV
Cape Verde-1998,1998,24.35000038,8.376999855,Cape Verde,4.834897827,SSAF,SSAF 1998,1,dev 1998,CV
Cape Verde-1999,1999,23.41666603,8.638999939,Cape Verde,5.94020571,SSAF,SSAF 1999,1,dev 1999,CV
Cape Verde-2000,2000,23.66666603,10.18000031,Cape Verde,4.059640269,SSAF,SSAF 2000,1,dev 2000,CV
Cape Verde-2001,2001,24.23333359,7.479000092,Cape Verde,1.37532866,SSAF,SSAF 2001,1,dev 2001,CV
Cape Verde-2002,2002,23.89999962,8.069000244,Cape Verde,2.132238283,SSAF,SSAF 2002,1,dev 2002,CV
Cape Verde-2003,2003,23.81666756,7.552000046,Cape Verde,3.650752998,SSAF,SSAF 2003,1,dev 2003,CV
Central African Republic-1961,1961,24.4853611,14.19313812,Central African Republic,3.032139912,SSAF,SSAF 1961,1,dev 1961,CT
Central African Republic-1962,1962,24.45864868,15.50542259,Central African Republic,-5.651795394,SSAF,SSAF 1962,1,dev 1962,CT
Central African Republic-1963,1963,24.71735001,14.13075542,Central African Republic,-2.639297011,SSAF,SSAF 1963,1,dev 1963,CT
Central African Republic-1964,1964,24.42608833,14.75788784,Central African Republic,0.071704189,SSAF,SSAF 1964,1,dev 1964,CT
Central African Republic-1965,1965,24.53816032,14.39796257,Central African Republic,-1.09480516,SSAF,SSAF 1965,1,dev 1965,CT
Central African Republic-1966,1966,24.54447365,16.34269714,Central African Republic,-1.455935061,SSAF,SSAF 1966,1,dev 1966,CT
Central African Republic-1967,1967,24.12592316,14.09489727,Central African Republic,2.420603341,SSAF,SSAF 1967,1,dev 1967,CT
Central African Republic-1968,1968,24.42573547,14.86637211,Central African Republic,-0.758575805,SSAF,SSAF 1968,1,dev 1968,CT
Central African Republic-1969,1969,24.63836288,15.83323097,Central African Republic,4.753824292,SSAF,SSAF 1969,1,dev 1969,CT
Central African Republic-1970,1970,24.7770195,14.28542805,Central African Republic,0.296812705,SSAF,SSAF 1970,1,dev 1970,CT
Central African Republic-1971,1971,23.66386604,13.03871536,Central African Republic,-0.784925603,SSAF,SSAF 1971,1,dev 1971,CT
Central African Republic-1972,1972,23.98090172,13.06507206,Central African Republic,-1.84137597,SSAF,SSAF 1972,1,dev 1972,CT
Central African Republic-1973,1973,24.31437683,12.81570911,Central African Republic,0.031226966,SSAF,SSAF 1973,1,dev 1973,CT
Central African Republic-1974,1974,23.67328835,14.70070076,Central African Republic,4.219610567,SSAF,SSAF 1974,1,dev 1974,CT
Central African Republic-1975,1975,23.62997055,14.81079388,Central African Republic,-1.668101229,SSAF,SSAF 1975,1,dev 1975,CT
Central African Republic-1976,1976,23.690382,15.02515602,Central African Republic,3.072481879,SSAF,SSAF 1976,1,dev 1976,CT
Central African Republic-1977,1977,24.13382149,14.16170979,Central African Republic,1.396315674,SSAF,SSAF 1977,1,dev 1977,CT
Central African Republic-1978,1978,23.91492462,14.30852127,Central African Republic,-1.259592862,SSAF,SSAF 1978,1,dev 1978,CT
Central African Republic-1979,1979,24.32011223,14.67969513,Central African Republic,-5.075377305,SSAF,SSAF 1979,1,dev 1979,CT
Central African Republic-1980,1980,24.30121613,14.96505737,Central African Republic,-7.26552622,SSAF,SSAF 1980,1,dev 1980,CT
Central African Republic-1981,1981,24.0257206,14.14207077,Central African Republic,-4.356324546,SSAF,SSAF 1981,1,dev 1981,CT
Central African Republic-1982,1982,24.06505966,14.74392223,Central African Republic,4.543300314,SSAF,SSAF 1982,1,dev 1982,CT
Central African Republic-1983,1983,24.41967773,14.26116371,Central African Republic,-11.36226075,SSAF,SSAF 1983,1,dev 1983,CT
Central African Republic-1984,1984,23.87285995,12.80959129,Central African Republic,6.284562126,SSAF,SSAF 1984,1,dev 1984,CT
Central African Republic-1985,1985,23.89614868,13.90952015,Central African Republic,1.254667416,SSAF,SSAF 1985,1,dev 1985,CT
Central African Republic-1986,1986,24.13448906,12.81735611,Central African Republic,1.128361529,SSAF,SSAF 1986,1,dev 1986,CT
Central African Republic-1987,1987,24.55346107,13.15845203,Central African Republic,-7.284590505,SSAF,SSAF 1987,1,dev 1987,CT
Central African Republic-1988,1988,24.35388947,14.81793499,Central African Republic,-0.459426076,SSAF,SSAF 1988,1,dev 1988,CT
Central African Republic-1989,1989,23.79539108,13.56176186,Central African Republic,-0.26847269,SSAF,SSAF 1989,1,dev 1989,CT
Central African Republic-1990,1990,24.84323502,13.72317314,Central African Republic,-4.550633078,SSAF,SSAF 1990,1,dev 1990,CT
Central African Republic-1991,1991,24.51259041,14.53627586,Central African Republic,-3.100035906,SSAF,SSAF 1991,1,dev 1991,CT
Central African Republic-1992,1992,23.92318344,13.54610825,Central African Republic,-9.293758172,SSAF,SSAF 1992,1,dev 1992,CT
Central African Republic-1993,1993,24.39266586,13.10247898,Central African Republic,-2.347525902,SSAF,SSAF 1993,1,dev 1993,CT
Central African Republic-1994,1994,24.47647858,13.43742847,Central African Republic,2.176335512,SSAF,SSAF 1994,1,dev 1994,CT
Central African Republic-1995,1995,24.23533058,14.22781754,Central African Republic,4.490225879,SSAF,SSAF 1995,1,dev 1995,CT
Central African Republic-1996,1996,24.39281464,15.03556538,Central African Republic,-6.397415966,SSAF,SSAF 1996,1,dev 1996,CT
Central African Republic-1997,1997,25.01161385,13.5076828,Central African Republic,2.978748852,SSAF,SSAF 1997,1,dev 1997,CT
Central African Republic-1998,1998,25.12889671,15.36927795,Central African Republic,2.556335515,SSAF,SSAF 1998,1,dev 1998,CT
Central African Republic-1999,1999,24.11232758,15.94486046,Central African Republic,1.667448988,SSAF,SSAF 1999,1,dev 1999,CT
Central African Republic-2000,2000,24.42240334,12.59477901,Central African Republic,0.577129327,SSAF,SSAF 2000,1,dev 2000,CT
Central African Republic-2001,2001,24.67027855,13.78229713,Central African Republic,-0.026021091,SSAF,SSAF 2001,1,dev 2001,CT
Central African Republic-2002,2002,24.56716156,12.05212498,Central African Republic,-2.158123127,SSAF,SSAF 2002,1,dev 2002,CT
Central African Republic-2003,2003,24.99338531,12.0594511,Central African Republic,-9.163430027,SSAF,SSAF 2003,1,dev 2003,CT
Chad-1961,1961,26.99203491,8.685203552,Chad,-0.342460583,SSAF,SSAF 1961,1,dev 1961,CD
Chad-1962,1962,27.44127083,7.966069221,Chad,3.450496583,SSAF,SSAF 1962,1,dev 1962,CD
Chad-1963,1963,27.81664085,7.652842999,Chad,-3.435117841,SSAF,SSAF 1963,1,dev 1963,CD
Chad-1964,1964,27.39003944,8.063559532,Chad,-4.432092705,SSAF,SSAF 1964,1,dev 1964,CD
Chad-1965,1965,27.5028801,6.527656555,Chad,-1.35831533,SSAF,SSAF 1965,1,dev 1965,CD
Chad-1966,1966,27.5771389,7.675646782,Chad,-3.858337543,SSAF,SSAF 1966,1,dev 1966,CD
Chad-1967,1967,27.46361923,7.519769192,Chad,-1.330741646,SSAF,SSAF 1967,1,dev 1967,CD
Chad-1968,1968,27.5569973,6.997115612,Chad,-2.597772132,SSAF,SSAF 1968,1,dev 1968,CD
Chad-1969,1969,28.25541306,7.576734543,Chad,4.490521805,SSAF,SSAF 1969,1,dev 1969,CD
Chad-1970,1970,27.62374306,7.546114922,Chad,-0.330951902,SSAF,SSAF 1970,1,dev 1970,CD
Chad-1971,1971,27.33168411,6.456409931,Chad,-4.45932807,SSAF,SSAF 1971,1,dev 1971,CD
Chad-1972,1972,27.74694252,6.515845299,Chad,-1.053290246,SSAF,SSAF 1972,1,dev 1972,CD
Chad-1973,1973,28.40642548,5.913717747,Chad,-10.93529855,SSAF,SSAF 1973,1,dev 1973,CD
Chad-1974,1974,27.3027153,7.020079136,Chad,2.703158584,SSAF,SSAF 1974,1,dev 1974,CD
Chad-1975,1975,27.30173492,8.041436195,Chad,6.544645869,SSAF,SSAF 1975,1,dev 1975,CD
Chad-1976,1976,27.65615463,6.883087635,Chad,0.911312903,SSAF,SSAF 1976,1,dev 1976,CD
Chad-1977,1977,27.47555161,6.167972088,Chad,0.220050057,SSAF,SSAF 1977,1,dev 1977,CD
Chad-1978,1978,27.40528679,7.474070072,Chad,-2.457426161,SSAF,SSAF 1978,1,dev 1978,CD
Chad-1979,1979,28.09172821,7.360553265,Chad,-26.15689612,SSAF,SSAF 1979,1,dev 1979,CD
Chad-1980,1980,28.10927773,7.272844791,Chad,-8.333182792,SSAF,SSAF 1980,1,dev 1980,CD
Chad-1981,1981,27.40280533,7.061018467,Chad,-1.127478388,SSAF,SSAF 1981,1,dev 1981,CD
Chad-1982,1982,27.60992241,6.358282089,Chad,2.970886093,SSAF,SSAF 1982,1,dev 1982,CD
Chad-1983,1983,27.7794323,5.886334419,Chad,12.22103983,SSAF,SSAF 1983,1,dev 1983,CD
Chad-1984,1984,27.90474319,4.889226913,Chad,-0.45860513,SSAF,SSAF 1984,1,dev 1984,CD
Chad-1985,1985,27.78429222,5.807190418,Chad,17.06711549,SSAF,SSAF 1985,1,dev 1985,CD
Chad-1986,1986,27.96760368,6.263151169,Chad,-6.984166233,SSAF,SSAF 1986,1,dev 1986,CD
Chad-1987,1987,28.29538727,5.465978622,Chad,-5.37768118,SSAF,SSAF 1987,1,dev 1987,CD
