,year,wtem,wpre,country,g,region,regyear,dummy_gdp,dev,parent
Trinidad &Tobago-1987,1987,26.47387695,14.44092178,Trinidad &Tobago,-5.334071389,LAC,LAC 1987,0,dev,TD
Trinidad &Tobago-1988,1988,26.04171371,19.48155975,Trinidad &Tobago,-4.464952666,LAC,LAC 1988,0,dev,TD
Trinidad &Tobago-1989,1989,25.58815575,13.69830894,Trinidad &Tobago,-1.271800905,LAC,LAC 1989,0,dev,TD
Trinidad &Tobago-1990,1990,26.01910019,15.53945446,Trinidad &Tobago,0.960849513,LAC,LAC 1990,0,dev,TD
Trinidad &Tobago-1991,1991,25.91423225,15.29294014,Trinidad &Tobago,1.981890615,LAC,LAC 1991,0,dev,TD
Trinidad &Tobago-1992,1992,25.71310806,52.93321609,Trinidad &Tobago,-2.411572979,LAC,LAC 1992,0,dev,TD
Trinidad &Tobago-1993,1993,26.0405426,17.53475189,Trinidad &Tobago,-2.243504966,LAC,LAC 1993,0,dev,TD
Trinidad &Tobago-1994,1994,25.8155899,16.23937225,Trinidad &Tobago,2.763920885,LAC,LAC 1994,0,dev,TD
Trinidad &Tobago-1995,1995,26.13108635,13.54542255,Trinidad &Tobago,3.245969576,LAC,LAC 1995,0,dev,TD
Trinidad &Tobago-1996,1996,25.94897079,16.68981743,Trinidad &Tobago,3.350661658,LAC,LAC 1996,0,dev,TD
Trinidad &Tobago-1997,1997,26.10725594,14.08208942,Trinidad &Tobago,2.234611155,LAC,LAC 1997,0,dev,TD
Trinidad &Tobago-1998,1998,26.70964432,18.21350861,Trinidad &Tobago,7.112602232,LAC,LAC 1998,0,dev,TD
Trinidad &Tobago-1999,1999,26.34180641,18.15446854,Trinidad &Tobago,3.95620156,LAC,LAC 1999,0,dev,TD
Trinidad &Tobago-2000,2000,25.91441917,16.67609596,Trinidad &Tobago,5.51821504,LAC,LAC 2000,0,dev,TD
Trinidad &Tobago-2001,2001,26.22869873,12.34605694,Trinidad &Tobago,3.783962815,LAC,LAC 2001,0,dev,TD
Trinidad &Tobago-2002,2002,26.1870327,17.11877441,Trinidad &Tobago,7.278233037,LAC,LAC 2002,0,dev,TD
Trinidad &Tobago-2003,2003,26.49180794,12.50331497,Trinidad &Tobago,12.30686091,LAC,LAC 2003,0,dev,TD
Tunisia-1962,1962,18.03336143,4.13840723,Tunisia,2.996398184,MENA,MENA 1962,1,dev 1962,TS
Tunisia-1963,1963,18.10593796,4.707928181,Tunisia,9.401370638,MENA,MENA 1963,1,dev 1963,TS
Tunisia-1964,1964,18.15088463,4.360414505,Tunisia,2.68798058,MENA,MENA 1964,1,dev 1964,TS
Tunisia-1965,1965,17.95851135,4.403409958,Tunisia,0.404363468,MENA,MENA 1965,1,dev 1965,TS
Tunisia-1966,1966,18.166502,3.776340246,Tunisia,1.230201164,MENA,MENA 1966,1,dev 1966,TS
Tunisia-1967,1967,18.09866714,3.027709007,Tunisia,-1.961316731,MENA,MENA 1967,1,dev 1967,TS
Tunisia-1968,1968,18.21122169,3.224146843,Tunisia,7.850564649,MENA,MENA 1968,1,dev 1968,TS
Tunisia-1969,1969,17.74694252,6.245002747,Tunisia,2.669869955,MENA,MENA 1969,1,dev 1969,TS
Tunisia-1970,1970,18.0213871,3.068567514,Tunisia,2.677890319,MENA,MENA 1970,1,dev 1970,TS
Tunisia-1971,1971,17.67824554,4.254446507,Tunisia,8.468516873,MENA,MENA 1971,1,dev 1971,TS
Tunisia-1972,1972,17.57227516,4.884503365,Tunisia,14.69217145,MENA,MENA 1972,1,dev 1972,TS
Tunisia-1973,1973,17.89753532,6.919394016,Tunisia,-2.423831118,MENA,MENA 1973,1,dev 1973,TS
Tunisia-1974,1974,17.67524719,3.336401224,Tunisia,5.835306576,MENA,MENA 1974,1,dev 1974,TS
Tunisia-1975,1975,17.6817627,4.548571587,Tunisia,4.799349115,MENA,MENA 1975,1,dev 1975,TS
Tunisia-1976,1976,17.28452682,5.132311821,Tunisia,5.268254509,MENA,MENA 1976,1,dev 1976,TS
Tunisia-1977,1977,18.49873924,2.93921566,Tunisia,0.820467779,MENA,MENA 1977,1,dev 1977,TS
Tunisia-1978,1978,17.72409248,3.436644077,Tunisia,3.563756695,MENA,MENA 1978,1,dev 1978,TS
Tunisia-1979,1979,18.23385048,4.054757595,Tunisia,3.651397223,MENA,MENA 1979,1,dev 1979,TS
Tunisia-1980,1980,17.6072464,3.010620356,Tunisia,4.484632043,MENA,MENA 1980,1,dev 1980,TS
Tunisia-1981,1981,18.4518261,2.286206961,Tunisia,2.72127438,MENA,MENA 1981,1,dev 1981,TS
Tunisia-1982,1982,18.83294678,6.061017513,Tunisia,-3.114638373,MENA,MENA 1982,1,dev 1982,TS
Tunisia-1983,1983,18.63415909,3.373552561,Tunisia,1.994377183,MENA,MENA 1983,1,dev 1983,TS
Tunisia-1984,1984,18.09570503,4.585068226,Tunisia,3.619183811,MENA,MENA 1984,1,dev 1984,TS
Tunisia-1985,1985,18.59166718,3.051555872,Tunisia,2.448884316,MENA,MENA 1985,1,dev 1985,TS
Tunisia-1986,1986,18.48476791,4.890663624,Tunisia,-4.606625613,MENA,MENA 1986,1,dev 1986,TS
Tunisia-1987,1987,18.86302376,3.189154148,Tunisia,3.954601144,MENA,MENA 1987,1,dev 1987,TS
Tunisia-1988,1988,19.16803932,3.097498655,Tunisia,-2.152428253,MENA,MENA 1988,1,dev 1988,TS
Tunisia-1989,1989,18.84128571,3.801217318,Tunisia,0.453486405,MENA,MENA 1989,1,dev 1989,TS
Tunisia-1990,1990,19.04927444,5.585084915,Tunisia,5.220357261,MENA,MENA 1990,1,dev 1990,TS
Tunisia-1991,1991,18.04916,4.666468143,Tunisia,1.841429214,MENA,MENA 1991,1,dev 1991,TS
Tunisia-1992,1992,18.12421799,5.729043484,Tunisia,5.472922294,MENA,MENA 1992,1,dev 1992,TS
Tunisia-1993,1993,18.53333855,3.276013851,Tunisia,0.212474177,MENA,MENA 1993,1,dev 1993,TS
Tunisia-1994,1994,19.57937622,3.475861311,Tunisia,1.320375831,MENA,MENA 1994,1,dev 1994,TS
Tunisia-1995,1995,18.95199013,4.197838783,Tunisia,0.725343652,MENA,MENA 1995,1,dev 1995,TS
Tunisia-1996,1996,18.6656189,4.938966751,Tunisia,5.441620292,MENA,MENA 1996,1,dev 1996,TS
Tunisia-1997,1997,19.29233742,4.86769104,Tunisia,3.924614485,MENA,MENA 1997,1,dev 1997,TS
Tunisia-1998,1998,19.07341576,3.492213726,Tunisia,3.39725748,MENA,MENA 1998,1,dev 1998,TS
Tunisia-1999,1999,19.91577721,4.097989082,Tunisia,4.572792758,MENA,MENA 1999,1,dev 1999,TS
Tunisia-2000,2000,19.60856056,3.153878212,Tunisia,3.456880319,MENA,MENA 2000,1,dev 2000,TS
Tunisia-2001,2001,19.93327522,3.643942118,Tunisia,3.662526293,MENA,MENA 2001,1,dev 2001,TS
Tunisia-2002,2002,19.67979622,3.920428991,Tunisia,0.526929001,MENA,MENA 2002,1,dev 2002,TS
Tunisia-2003,2003,19.91619873,6.398512363,Tunisia,4.821148937,MENA,MENA 2003,1,dev 2003,TS
Turkey-1969,1969,12.15223217,6.525863171,Turkey,1.471173013,MENA,MENA 1969,1,dev 1969,TU
Turkey-1970,1970,12.69936562,5.265332699,Turkey,0.637722124,MENA,MENA 1970,1,dev 1970,TU
Turkey-1971,1971,12.08961582,5.872680664,Turkey,2.854823656,MENA,MENA 1971,1,dev 1971,TU
Turkey-1972,1972,11.37061119,5.267039776,Turkey,4.569848267,MENA,MENA 1972,1,dev 1972,TU
Turkey-1973,1973,11.74576187,4.751289368,Turkey,0.642619761,MENA,MENA 1973,1,dev 1973,TU
Turkey-1974,1974,11.80014801,5.364348412,Turkey,2.981959275,MENA,MENA 1974,1,dev 1974,TU
Turkey-1975,1975,11.88017273,6.041172504,Turkey,4.610507285,MENA,MENA 1975,1,dev 1975,TU
Turkey-1976,1976,11.20618057,6.600189686,Turkey,7.759270367,MENA,MENA 1976,1,dev 1976,TU
Turkey-1977,1977,12.13732433,5.151779175,Turkey,1.295992694,MENA,MENA 1977,1,dev 1977,TU
Turkey-1978,1978,12.29088116,6.378646374,Turkey,-0.512875391,MENA,MENA 1978,1,dev 1978,TU
Turkey-1979,1979,12.97467041,6.303377151,Turkey,-2.709230517,MENA,MENA 1979,1,dev 1979,TU
Turkey-1980,1980,12.09057236,6.273884296,Turkey,-4.708427969,MENA,MENA 1980,1,dev 1980,TU
Turkey-1981,1981,12.68342686,7.216141701,Turkey,2.378644447,MENA,MENA 1981,1,dev 1981,TU
Turkey-1982,1982,11.65328693,5.21927166,Turkey,1.012157565,MENA,MENA 1982,1,dev 1982,TU
Turkey-1983,1983,11.76546669,6.07970953,Turkey,2.362083205,MENA,MENA 1983,1,dev 1983,TU
Turkey-1984,1984,12.19950676,5.065788746,Turkey,4.008343264,MENA,MENA 1984,1,dev 1984,TU
Turkey-1985,1985,12.24093533,5.629140377,Turkey,1.724427948,MENA,MENA 1985,1,dev 1985,TU
Turkey-1986,1986,12.42599964,5.503885746,Turkey,4.508112677,MENA,MENA 1986,1,dev 1986,TU
Turkey-1987,1987,11.76547337,6.831193447,Turkey,6.890833227,MENA,MENA 1987,1,dev 1987,TU
Turkey-1988,1988,11.78391171,7.087108612,Turkey,-0.073039435,MENA,MENA 1988,1,dev 1988,TU
Turkey-1989,1989,12.31237221,4.508307457,Turkey,-1.919336765,MENA,MENA 1989,1,dev 1989,TU
Turkey-1990,1990,12.19520569,4.804382801,Turkey,6.596763948,MENA,MENA 1990,1,dev 1990,TU
Turkey-1991,1991,11.78254509,6.477395058,Turkey,-1.031637468,MENA,MENA 1991,1,dev 1991,TU
Turkey-1992,1992,10.51263905,6.719861031,Turkey,3.888661431,MENA,MENA 1992,1,dev 1992,TU
Turkey-1993,1993,11.38705254,6.041539192,Turkey,5.839800996,MENA,MENA 1993,1,dev 1993,TU
Turkey-1994,1994,12.84290981,6.847540855,Turkey,-7.476678564,MENA,MENA 1994,1,dev 1994,TU
Turkey-1995,1995,12.22082329,6.175558567,Turkey,5.104110509,MENA,MENA 1995,1,dev 1995,TU
Turkey-1996,1996,12.45871544,6.957697868,Turkey,4.948170956,MENA,MENA 1996,1,dev 1996,TU
Turkey-1997,1997,11.63935566,6.564121246,Turkey,5.459138137,MENA,MENA 1997,1,dev 1997,TU
Turkey-1998,1998,12.96260738,6.209483147,Turkey,1.276798649,MENA,MENA 1998,1,dev 1998,TU
Turkey-1999,1999,13.13715553,5.061541557,Turkey,-6.551882998,MENA,MENA 1999,1,dev 1999,TU
Turkey-2000,2000,12.1843977,5.413725376,Turkey,5.415166738,MENA,MENA 2000,1,dev 2000,TU
Turkey-2001,2001,13.29927444,6.433078289,Turkey,-9.421522039,MENA,MENA 2001,1,dev 2001,TU
Turkey-2002,2002,12.26518345,5.711524963,Turkey,6.053450633,MENA,MENA 2002,1,dev 2002,TU
Turkey-2003,2003,12.30241489,6.081879139,Turkey,4.085033609,MENA,MENA 2003,1,dev 2003,TU
Uganda-1983,1983,22.26839447,11.41556168,Uganda,2.433739768,SSAF,SSAF 1983,1,dev 1983,UG
Uganda-1984,1984,22.1285553,10.85444546,Uganda,-3.626481752,SSAF,SSAF 1984,1,dev 1984,UG
Uganda-1985,1985,22.24399757,11.96804237,Uganda,-6.809048355,SSAF,SSAF 1985,1,dev 1985,UG
Uganda-1986,1986,22.56534767,10.70351315,Uganda,-3.229087521,SSAF,SSAF 1986,1,dev 1986,UG
Uganda-1987,1987,22.95561028,11.81517887,Uganda,0.145676326,SSAF,SSAF 1987,1,dev 1987,UG
Uganda-1988,1988,22.42625237,13.91550636,Uganda,4.168509924,SSAF,SSAF 1988,1,dev 1988,UG
Uganda-1989,1989,21.64829445,12.06267262,Uganda,2.461414106,SSAF,SSAF 1989,1,dev 1989,UG
Uganda-1990,1990,22.11071587,12.25744057,Uganda,2.699115366,SSAF,SSAF 1990,1,dev 1990,UG
Uganda-1991,1991,21.95998001,12.72311687,Uganda,1.964439232,SSAF,SSAF 1991,1,dev 1991,UG
Uganda-1992,1992,22.07602119,11.6346693,Uganda,0.02604724,SSAF,SSAF 1992,1,dev 1992,UG
Uganda-1993,1993,22.21410751,9.86485672,Uganda,4.760376502,SSAF,SSAF 1993,1,dev 1993,UG
Uganda-1994,1994,22.23434448,12.13985348,Uganda,3.053117878,SSAF,SSAF 1994,1,dev 1994,UG
Uganda-1995,1995,22.47319412,11.50471783,Uganda,7.819026732,SSAF,SSAF 1995,1,dev 1995,UG
Uganda-1996,1996,22.12392998,12.36186123,Uganda,5.662077303,SSAF,SSAF 1996,1,dev 1996,UG
Uganda-1997,1997,22.58388901,11.6797657,Uganda,2.000200662,SSAF,SSAF 1997,1,dev 1997,UG
Uganda-1998,1998,22.77220154,10.25039005,Uganda,1.812380214,SSAF,SSAF 1998,1,dev 1998,UG
Uganda-1999,1999,22.39180374,16.12339973,Uganda,4.708714555,SSAF,SSAF 1999,1,dev 1999,UG
Uganda-2000,2000,22.55364418,11.31138039,Uganda,2.348856386,SSAF,SSAF 2000,1,dev 2000,UG
Uganda-2001,2001,22.677351,14.00054741,Uganda,1.580051297,SSAF,SSAF 2001,1,dev 2001,UG
Uganda-2002,2002,22.76693153,12.11474133,Uganda,2.798662333,SSAF,SSAF 2002,1,dev 2002,UG
Uganda-2003,2003,22.59152222,11.86696243,Uganda,1.189182078,SSAF,SSAF 2003,1,dev 2003,UG
United Arab Emirates-1974,1974,25.86764908,1.245732188,United Arab Emirates,-4.486576498,MENA,MENA 1974,0,dev,AE
United Arab Emirates-1975,1975,26.11175537,1.560242891,United Arab Emirates,-11.81824576,MENA,MENA 1975,0,dev,AE
United Arab Emirates-1976,1976,25.94270897,2.265521288,United Arab Emirates,-3.452774793,MENA,MENA 1976,0,dev,AE
United Arab Emirates-1977,1977,28.61190414,1.653932214,United Arab Emirates,-1.023916658,MENA,MENA 1977,0,dev,AE
United Arab Emirates-1978,1978,27.44523811,0.909535706,United Arab Emirates,-17.81737348,MENA,MENA 1978,0,dev,AE
United Arab Emirates-1979,1979,27.24523735,1.777696371,United Arab Emirates,9.536702769,MENA,MENA 1979,0,dev,AE
United Arab Emirates-1980,1980,27.59184456,1.358935714,United Arab Emirates,13.6105915,MENA,MENA 1980,0,dev,AE
United Arab Emirates-1981,1981,27.17235184,2.38073945,United Arab Emirates,0.059722757,MENA,MENA 1981,0,dev,AE
United Arab Emirates-1982,1982,26.07571411,2.167585611,United Arab Emirates,-14.23342651,MENA,MENA 1982,0,dev,AE
United Arab Emirates-1983,1983,26.16110039,1.068942785,United Arab Emirates,-11.11704713,MENA,MENA 1983,0,dev,AE
United Arab Emirates-1984,1984,25.82696342,0.666450024,United Arab Emirates,-1.087297987,MENA,MENA 1984,0,dev,AE
United Arab Emirates-1985,1985,25.84220314,0.53449285,United Arab Emirates,-15.19102277,MENA,MENA 1985,0,dev,AE
United Arab Emirates-1986,1986,25.92592239,0.782567859,United Arab Emirates,-23.59386932,MENA,MENA 1986,0,dev,AE
United Arab Emirates-1987,1987,26.22940445,0.845389307,United Arab Emirates,0.448669698,MENA,MENA 1987,0,dev,AE
United Arab Emirates-1988,1988,26.76122093,1.262632132,United Arab Emirates,-8.002479563,MENA,MENA 1988,0,dev,AE
United Arab Emirates-1989,1989,26.13743973,0.68506074,United Arab Emirates,7.117458861,MENA,MENA 1989,0,dev,AE
United Arab Emirates-1990,1990,26.80044556,0.985557199,United Arab Emirates,10.58570413,MENA,MENA 1990,0,dev,AE
United Arab Emirates-1991,1991,26.15297699,1.29731071,United Arab Emirates,-5.383820559,MENA,MENA 1991,0,dev,AE
United Arab Emirates-1992,1992,25.45714378,0.963082135,United Arab Emirates,-2.945682971,MENA,MENA 1992,0,dev,AE
United Arab Emirates-1993,1993,26.59104156,0.990750074,United Arab Emirates,-6.493785086,MENA,MENA 1993,0,dev,AE
United Arab Emirates-1994,1994,27.09839249,1.929760695,United Arab Emirates,1.514216106,MENA,MENA 1994,0,dev,AE
United Arab Emirates-1995,1995,26.72509003,2.411014318,United Arab Emirates,-0.742920659,MENA,MENA 1995,0,dev,AE
United Arab Emirates-1996,1996,27.04083252,1.601953626,United Arab Emirates,2.761351602,MENA,MENA 1996,0,dev,AE
United Arab Emirates-1997,1997,26.60622025,2.055028677,United Arab Emirates,0.142029445,MENA,MENA 1997,0,dev,AE
United Arab Emirates-1998,1998,28.05157661,0.831821442,United Arab Emirates,-2.457347553,MENA,MENA 1998,0,dev,AE
United Arab Emirates-1999,1999,27.89491081,0.359128565,United Arab Emirates,-2.979146024,MENA,MENA 1999,0,dev,AE
United Arab Emirates-2000,2000,27.63898849,0.469946414,United Arab Emirates,-1.954226799,MENA,MENA 2000,0,dev,AE
United Arab Emirates-2001,2001,27.73074341,0.387324989,United Arab Emirates,0.507019819,MENA,MENA 2001,0,dev,AE
United Arab Emirates-2002,2002,27.91877937,0.614007175,United Arab Emirates,-4.782563385,MENA,MENA 2002,0,dev,AE
United Arab Emirates-2003,2003,27.97160721,0.598378539,United Arab Emirates,3.876515357,MENA,MENA 2003,0,dev,AE
United Kingdom-1961,1961,9.418200493,8.122810364,United Kingdom,1.715626507,WEOFF,WEOFF 1961,0,dev,UK
United Kingdom-1962,1962,8.076958656,7.249114037,United Kingdom,0.405074832,WEOFF,WEOFF 1962,0,dev,UK
United Kingdom-1963,1963,7.907131195,7.514393806,United Kingdom,3.257211737,WEOFF,WEOFF 1963,0,dev,UK
United Kingdom-1964,1964,8.90284729,6.437119961,United Kingdom,4.235102072,WEOFF,WEOFF 1964,0,dev,UK
United Kingdom-1965,1965,8.372320175,8.802137375,United Kingdom,2.088057897,WEOFF,WEOFF 1965,0,dev,UK
United Kingdom-1966,1966,8.867123604,9.130021095,United Kingdom,1.490941884,WEOFF,WEOFF 1966,0,dev,UK
United Kingdom-1967,1967,9.147352219,8.816348076,United Kingdom,1.708038068,WEOFF,WEOFF 1967,0,dev,UK
United Kingdom-1968,1968,8.824492455,8.705322266,United Kingdom,3.444485665,WEOFF,WEOFF 1968,0,dev,UK
United Kingdom-1969,1969,8.784939766,7.943198681,United Kingdom,1.585312699,WEOFF,WEOFF 1969,0,dev,UK
United Kingdom-1970,1970,9.130893707,8.235694885,United Kingdom,2.024273028,WEOFF,WEOFF 1970,0,dev,UK
United Kingdom-1971,1971,9.357769012,7.141606808,United Kingdom,1.493191244,WEOFF,WEOFF 1971,0,dev,UK
United Kingdom-1972,1972,8.790670395,7.510997295,United Kingdom,3.242048938,WEOFF,WEOFF 1972,0,dev,UK
United Kingdom-1973,1973,9.222208023,6.582558155,United Kingdom,6.676466758,WEOFF,WEOFF 1973,0,dev,UK
United Kingdom-1974,1974,9.125395775,8.626681328,United Kingdom,-1.380554153,WEOFF,WEOFF 1974,0,dev,UK
United Kingdom-1975,1975,9.478498459,6.711122036,United Kingdom,-0.543664269,WEOFF,WEOFF 1975,0,dev,UK
United Kingdom-1976,1976,9.560004234,7.15520525,United Kingdom,2.667481598,WEOFF,WEOFF 1976,0,dev,UK
United Kingdom-1977,1977,8.952480316,8.401731491,United Kingdom,2.466157669,WEOFF,WEOFF 1977,0,dev,UK
United Kingdom-1978,1978,8.827806473,7.929086685,United Kingdom,3.264296425,WEOFF,WEOFF 1978,0,dev,UK
United Kingdom-1979,1979,8.363478661,8.843505859,United Kingdom,2.548531524,WEOFF,WEOFF 1979,0,dev,UK
United Kingdom-1980,1980,8.910573959,8.470961571,United Kingdom,-2.244352835,WEOFF,WEOFF 1980,0,dev,UK
United Kingdom-1981,1981,8.723277092,8.806002617,United Kingdom,-1.493493326,WEOFF,WEOFF 1981,0,dev,UK
United Kingdom-1982,1982,9.379836082,8.743943214,United Kingdom,1.958382195,WEOFF,WEOFF 1982,0,dev,UK
United Kingdom-1983,1983,9.471765518,7.916415691,United Kingdom,3.368483336,WEOFF,WEOFF 1983,0,dev,UK
United Kingdom-1984,1984,9.24398613,8.026391029,United Kingdom,2.31143467,WEOFF,WEOFF 1984,0,dev,UK
United Kingdom-1985,1985,8.386744499,7.745290756,United Kingdom,3.177287515,WEOFF,WEOFF 1985,0,dev,UK
United Kingdom-1986,1986,8.289050102,8.639658928,United Kingdom,3.579762903,WEOFF,WEOFF 1986,0,dev,UK
United Kingdom-1987,1987,8.651935577,8.243310928,United Kingdom,4.172357237,WEOFF,WEOFF 1987,0,dev,UK
United Kingdom-1988,1988,9.314332962,8.284297943,United Kingdom,4.593464166,WEOFF,WEOFF 1988,0,dev,UK
United Kingdom-1989,1989,10.12048721,7.253960133,United Kingdom,1.781689345,WEOFF,WEOFF 1989,0,dev,UK
United Kingdom-1990,1990,10.24177837,7.388494492,United Kingdom,0.375475968,WEOFF,WEOFF 1990,0,dev,UK
United Kingdom-1991,1991,9.194062233,6.851499081,United Kingdom,-1.688059208,WEOFF,WEOFF 1991,0,dev,UK
United Kingdom-1992,1992,9.458246231,8.592811584,United Kingdom,0.001050318,WEOFF,WEOFF 1992,0,dev,UK
United Kingdom-1993,1993,8.960709572,8.277132988,United Kingdom,2.160788307,WEOFF,WEOFF 1993,0,dev,UK
United Kingdom-1994,1994,9.645038605,8.507561684,United Kingdom,4.113426216,WEOFF,WEOFF 1994,0,dev,UK
United Kingdom-1995,1995,9.933307648,7.169945717,United Kingdom,2.658625185,WEOFF,WEOFF 1995,0,dev,UK
United Kingdom-1996,1996,8.721782684,6.212717056,United Kingdom,2.505267698,WEOFF,WEOFF 1996,0,dev,UK
United Kingdom-1997,1997,10.02930737,6.275339127,United Kingdom,2.910116558,WEOFF,WEOFF 1997,0,dev,UK
United Kingdom-1998,1998,9.73639679,7.552641869,United Kingdom,2.974178873,WEOFF,WEOFF 1998,0,dev,UK
United Kingdom-1999,1999,10.10383701,8.443094254,United Kingdom,2.754475243,WEOFF,WEOFF 1999,0,dev,UK
United Kingdom-2000,2000,9.788114548,9.656429291,United Kingdom,2.248593803,WEOFF,WEOFF 2000,0,dev,UK
United Kingdom-2001,2001,9.444965363,7.486230373,United Kingdom,2.606722663,WEOFF,WEOFF 2001,0,dev,UK
United Kingdom-2002,2002,10.12222481,8.657185555,United Kingdom,2.313539306,WEOFF,WEOFF 2002,0,dev,UK
United Kingdom-2003,2003,10.06857395,6.117193222,United Kingdom,2.015938277,WEOFF,WEOFF 2003,0,dev,UK
United States-1961,1961,12.77670956,9.435249329,United States,0.777876878,WEOFF,WEOFF 1961,0,dev,US
