date,code,site,area,totalpop,dometpop,lftpop,sftpop,dmax,dmin,dfpop,nfpop,dfmax,outside,inside,internal,dailydust,pmbaddummy,pmday,pmwarn,temp,tempspr,rainfall,humidity,daydummy,dailydust_1,dailydust_2,dailydust_3
2020-09-29,11680,강남구,동남권,825448.259 ,797182.828 ,20831.210 ,7434.221 ,1026828.461 ,666376.138 ,976286.322 ,717706.786 ,616302.512 ,181446.263 ,125951.460 ,308904.789 ,18 ,0 ,0 ,0 ,20 ,384 ,0 ,68 ,0 ,13 ,8 ,7 
2020-09-30,11680,강남구,동남권,640241.589 ,618245.673 ,15505.251 ,6490.665 ,667518.714 ,577252.558 ,657149.646 ,628164.405 ,276530.322 ,68407.894 ,96160.594 ,111961.834 ,18 ,0 ,0 ,0 ,20 ,384 ,38 ,78 ,0 ,18 ,13 ,8 
2020-10-01,11680,강남구,동남권,566742.830 ,547181.753 ,13023.406 ,6537.671 ,585781.662 ,555058.503 ,560942.705 ,570885.776 ,226926.043 ,59011.278 ,87714.067 ,80200.698 ,11 ,0 ,0 ,0 ,19 ,353 ,0 ,75 ,0 ,18 ,18 ,13 
2020-10-02,11680,강남구,동남권,596658.923 ,575541.590 ,13787.167 ,7330.166 ,634234.623 ,565908.439 ,608026.223 ,588539.423 ,258200.655 ,63779.810 ,95528.629 ,98892.216 ,15 ,0 ,0 ,0 ,19 ,369 ,0 ,80 ,0 ,11 ,18 ,18 
2020-10-03,11680,강남구,동남권,644002.745 ,621611.024 ,14813.423 ,7578.298 ,692002.982 ,596439.208 ,670771.398 ,624882.278 ,303825.942 ,73869.386 ,105706.400 ,124250.156 ,20 ,0 ,0 ,0 ,20 ,396 ,0 ,73 ,1 ,15 ,11 ,18 
2020-10-04,11680,강남구,동남권,671979.972 ,649419.210 ,15425.825 ,7134.937 ,718380.780 ,626950.802 ,700696.856 ,651467.912 ,297755.399 ,64508.927 ,111773.165 ,121473.307 ,15 ,0 ,0 ,0 ,17 ,276 ,0 ,65 ,1 ,20 ,15 ,11 
2020-10-05,11680,강남구,동남권,861940.141 ,833135.511 ,20988.596 ,7816.033 ,1096040.992 ,651435.041 ,1052855.317 ,725572.157 ,690536.085 ,209840.122 ,131233.151 ,349462.812 ,9 ,0 ,0 ,0 ,13 ,177 ,0 ,57 ,0 ,15 ,20 ,15 
2020-10-06,11680,강남구,동남권,882194.465 ,852583.554 ,21819.252 ,7791.658 ,1118567.556 ,673377.179 ,1073836.536 ,745307.271 ,711730.929 ,219087.338 ,132008.361 ,360635.230 ,12 ,0 ,0 ,0 ,14 ,202 ,0 ,56 ,0 ,9 ,15 ,20 
2020-10-07,11680,강남구,동남권,884087.868 ,853848.023 ,22035.136 ,8204.709 ,1116931.166 ,676187.451 ,1072758.133 ,749323.393 ,710407.655 ,217549.719 ,132448.625 ,360409.311 ,11 ,0 ,0 ,0 ,16 ,256 ,0 ,49 ,0 ,12 ,9 ,15 
2020-10-08,11680,강남구,동남권,885102.405 ,854417.815 ,22121.294 ,8563.296 ,1105538.050 ,682963.966 ,1064652.617 ,756852.254 ,700674.428 ,215583.000 ,131646.094 ,353445.334 ,7 ,0 ,0 ,0 ,17 ,296 ,0 ,53 ,0 ,11 ,12 ,9 
2020-10-09,11680,강남구,동남권,735954.506 ,709912.602 ,18434.359 ,7607.545 ,800731.147 ,674731.405 ,782030.427 ,703043.134 ,392168.228 ,106147.318 ,115151.415 ,170869.494 ,8 ,0 ,0 ,0 ,17 ,296 ,0 ,53 ,0 ,7 ,11 ,12 
2020-10-10,11680,강남구,동남권,730440.436 ,705019.256 ,18210.188 ,7210.992 ,826506.340 ,647742.497 ,799939.805 ,680798.030 ,421298.409 ,119717.612 ,115963.071 ,185617.727 ,10 ,0 ,0 ,0 ,17 ,286 ,0 ,60 ,1 ,8 ,7 ,11 
2020-10-11,11680,강남구,동남권,699148.888 ,676132.361 ,15896.323 ,7120.205 ,750586.873 ,651910.070 ,735407.788 ,673249.673 ,331101.401 ,83256.113 ,112568.692 ,135276.595 ,12 ,0 ,0 ,0 ,17 ,286 ,0 ,69 ,1 ,10 ,8 ,7 
2020-10-12,11680,강남구,동남권,877128.188 ,847331.994 ,21501.238 ,8294.957 ,1111926.323 ,662537.988 ,1070404.308 ,739073.816 ,707344.089 ,219513.287 ,131344.389 ,356486.414 ,18 ,0 ,0 ,0 ,16 ,262 ,0 ,69 ,0 ,12 ,10 ,8 
2020-10-13,11680,강남구,동남권,894574.124 ,863584.500 ,22210.841 ,8778.783 ,1131439.996 ,683580.965 ,1086943.068 ,757167.735 ,722642.781 ,224212.647 ,133325.591 ,365104.542 ,11 ,0 ,0 ,0 ,14 ,185 ,0 ,52 ,0 ,18 ,12 ,10 
2020-10-14,11680,강남구,동남권,893816.794 ,863545.091 ,22555.176 ,7716.527 ,1123799.120 ,686098.205 ,1082303.143 ,759183.687 ,716636.212 ,221901.639 ,131347.045 ,363387.528 ,13 ,0 ,0 ,0 ,13 ,164 ,0 ,47 ,0 ,11 ,18 ,12 
2020-10-15,11680,강남구,동남권,894742.388 ,864181.149 ,22326.645 ,8234.594 ,1125318.867 ,684457.902 ,1082503.817 ,760627.082 ,719354.754 ,223466.677 ,132732.919 ,363155.158 ,12 ,0 ,0 ,0 ,12 ,137 ,0 ,42 ,0 ,13 ,11 ,18 
2020-10-16,11680,강남구,동남권,888919.932 ,858718.213 ,22520.071 ,7681.648 ,1110069.320 ,687025.105 ,1068190.059 ,760869.842 ,703650.093 ,216683.369 ,131569.284 ,355397.440 ,17 ,0 ,0 ,0 ,12 ,139 ,0 ,64 ,0 ,12 ,13 ,11 
2020-10-17,11680,강남구,동남권,767717.943 ,741555.889 ,18742.192 ,7419.862 ,872163.782 ,678866.198 ,843122.335 ,713857.662 ,454874.354 ,137220.988 ,116090.321 ,201563.045 ,18 ,0 ,0 ,0 ,13 ,172 ,0 ,64 ,1 ,17 ,12 ,13 
2020-10-18,11680,강남구,동남권,712559.906 ,689530.173 ,16088.120 ,6941.613 ,771490.616 ,661565.339 ,754880.250 ,682331.089 ,359941.121 ,98411.427 ,113665.653 ,147864.042 ,15 ,0 ,0 ,0 ,14 ,185 ,0 ,66 ,1 ,18 ,17 ,12 
2020-10-19,11680,강남구,동남권,877673.571 ,848649.721 ,21699.321 ,7324.529 ,1114306.381 ,663955.358 ,1070580.378 ,739882.995 ,712634.044 ,222073.745 ,130895.475 ,359664.824 ,30 ,0 ,0 ,0 ,15 ,228 ,0 ,74 ,0 ,15 ,18 ,17 
2020-10-20,11680,강남구,동남권,886797.773 ,857267.638 ,22360.972 ,7169.164 ,1121882.094 ,679894.088 ,1077295.182 ,750728.195 ,719848.113 ,225203.434 ,130621.092 ,364023.587 ,34 ,0 ,0 ,0 ,15 ,231 ,0 ,67 ,0 ,30 ,15 ,18 
2020-10-21,11680,강남구,동남권,887032.291 ,858012.034 ,22075.578 ,6944.679 ,1118868.979 ,678131.477 ,1075876.764 ,752143.382 ,717152.037 ,223632.173 ,130807.668 ,362712.196 ,25 ,0 ,0 ,0 ,14 ,199 ,0 ,69 ,0 ,34 ,30 ,15 
2020-10-22,11680,강남구,동남권,893021.875 ,863699.506 ,22309.929 ,7012.440 ,1125000.063 ,682688.139 ,1081448.852 ,758431.177 ,719813.352 ,226272.081 ,131475.982 ,362065.289 ,28 ,0 ,0 ,0 ,14 ,182 ,0 ,66 ,0 ,25 ,34 ,30 
2020-10-23,11680,강남구,동남권,884643.795 ,854603.797 ,22297.419 ,7742.579 ,1106342.507 ,684668.631 ,1063016.223 ,757234.918 ,701620.971 ,218374.020 ,129750.092 ,353496.860 ,10 ,0 ,0 ,0 ,9 ,74 ,0 ,52 ,0 ,28 ,25 ,34 
2020-10-24,11680,강남구,동남권,761713.024 ,735415.600 ,18886.232 ,7411.192 ,868735.739 ,672212.673 ,836892.825 ,708013.165 ,456773.791 ,142978.358 ,114140.252 ,199655.181 ,11 ,0 ,0 ,0 ,9 ,76 ,0 ,48 ,1 ,10 ,28 ,25 
2020-10-25,11680,강남구,동남권,706855.821 ,683359.120 ,16245.584 ,7251.117 ,766893.878 ,654981.123 ,749956.663 ,676069.505 ,360514.833 ,100273.954 ,111395.958 ,148844.921 ,16 ,0 ,0 ,0 ,12 ,139 ,0 ,63 ,1 ,11 ,10 ,28 
2020-10-26,11680,강남구,동남권,869425.280 ,840690.991 ,21565.133 ,7169.156 ,1104439.095 ,656849.176 ,1060652.782 ,732834.206 ,707953.437 ,222332.521 ,129979.500 ,355641.416 ,28 ,0 ,0 ,0 ,13 ,166 ,0 ,72 ,0 ,16 ,11 ,10 
2020-10-27,11680,강남구,동남권,884523.601 ,854999.268 ,22037.451 ,7486.882 ,1115715.497 ,674221.814 ,1074596.398 ,748757.317 ,716498.650 ,224761.384 ,130445.014 ,361292.253 ,45 ,1 ,1 ,0 ,14 ,196 ,0 ,74 ,0 ,28 ,16 ,11 
2020-10-28,11680,강남구,동남권,886125.354 ,856713.567 ,22133.515 ,7278.273 ,1116070.278 ,677624.198 ,1074352.199 ,751677.609 ,716510.728 ,225106.157 ,129554.480 ,361850.092 ,26 ,0 ,0 ,0 ,14 ,190 ,0 ,52 ,0 ,45 ,28 ,16 
2020-10-29,11680,강남구,동남권,887275.212 ,858130.188 ,22289.510 ,6855.515 ,1116105.213 ,679620.566 ,1072801.032 ,754756.769 ,715842.215 ,225899.753 ,130037.347 ,359905.115 ,16 ,0 ,0 ,0 ,11 ,117 ,0 ,40 ,0 ,26 ,45 ,28 
2020-10-30,11680,강남구,동남권,882987.549 ,853179.993 ,22232.987 ,7574.570 ,1101862.143 ,680141.493 ,1061054.553 ,755796.832 ,699708.176 ,218874.764 ,129698.501 ,351134.912 ,19 ,0 ,0 ,0 ,12 ,142 ,0 ,43 ,0 ,16 ,26 ,45 
2020-10-31,11680,강남구,동남권,760390.570 ,734726.493 ,19046.743 ,6617.334 ,864182.664 ,675413.968 ,834263.114 ,707624.466 ,454273.701 ,140341.958 ,113865.561 ,200066.182 ,14 ,0 ,0 ,0 ,14 ,185 ,0 ,60 ,1 ,19 ,16 ,26 
2020-11-01,11680,강남구,동남권,709997.939 ,687610.069 ,15819.514 ,6568.357 ,777161.784 ,654217.597 ,756048.654 ,677104.572 ,353107.516 ,96460.411 ,111957.781 ,144689.325 ,25 ,0 ,0 ,0 ,14 ,188 ,14 ,84 ,1 ,14 ,19 ,16 
2020-11-02,11680,강남구,동남권,871901.347 ,843185.879 ,21488.777 ,7226.692 ,1107366.317 ,658572.778 ,1064666.730 ,734211.788 ,709117.145 ,220683.844 ,130186.165 ,358247.137 ,18 ,0 ,0 ,0 ,11 ,117 ,2 ,58 ,0 ,25 ,14 ,19 
2020-11-03,11680,강남구,동남권,885892.018 ,856054.623 ,22226.428 ,7610.967 ,1121311.067 ,674995.905 ,1078171.262 ,748549.701 ,716099.116 ,222581.964 ,130758.602 ,362758.551 ,8 ,0 ,0 ,0 ,5 ,26 ,1 ,48 ,0 ,18 ,25 ,14 
2020-11-04,11680,강남구,동남권,888705.070 ,858404.274 ,22307.256 ,7993.539 ,1122933.263 ,680457.658 ,1079263.661 ,752591.790 ,718356.270 ,223913.330 ,130292.784 ,364150.157 ,10 ,0 ,0 ,0 ,5 ,24 ,0 ,44 ,0 ,8 ,18 ,25 
2020-11-05,11680,강남구,동남권,890439.774 ,861304.266 ,22375.276 ,6760.233 ,1122771.673 ,680143.081 ,1079016.062 ,755742.426 ,721486.653 ,224475.983 ,131844.416 ,365166.253 ,18 ,0 ,0 ,0 ,10 ,92 ,0 ,62 ,0 ,10 ,8 ,18 
2020-11-06,11680,강남구,동남권,887151.393 ,857964.746 ,22631.301 ,6555.346 ,1109689.023 ,683976.117 ,1068977.644 ,757275.500 ,706969.817 ,219317.299 ,131448.503 ,356204.016 ,25 ,0 ,0 ,0 ,14 ,182 ,0 ,63 ,0 ,18 ,10 ,8 
2020-11-07,11680,강남구,동남권,766937.098 ,741848.004 ,18949.492 ,6139.602 ,879337.434 ,674439.577 ,846977.346 ,709765.493 ,466326.178 ,144874.066 ,116492.995 ,204959.117 ,38 ,1 ,1 ,0 ,15 ,213 ,0 ,69 ,1 ,25 ,18 ,10 
2020-11-08,11680,강남구,동남권,707773.516 ,685798.674 ,16039.434 ,5935.408 ,768784.623 ,655672.542 ,751281.543 ,676696.354 ,359923.660 ,99674.738 ,112283.521 ,147965.401 ,14 ,0 ,0 ,0 ,9 ,72 ,0 ,44 ,1 ,38 ,25 ,18 
2020-11-09,11680,강남구,동남권,874233.230 ,845496.387 ,21641.706 ,7095.138 ,1109869.537 ,659301.443 ,1065875.596 ,737345.826 ,706867.295 ,220808.916 ,129620.096 ,356438.283 ,8 ,0 ,0 ,0 ,6 ,30 ,0 ,41 ,0 ,14 ,38 ,25 
2020-11-10,11680,강남구,동남권,886093.468 ,856654.478 ,22445.134 ,6993.856 ,1121985.131 ,672481.694 ,1077815.441 ,749149.202 ,722567.593 ,224276.559 ,132813.979 ,365477.055 ,11 ,0 ,0 ,0 ,8 ,59 ,0 ,56 ,0 ,8 ,14 ,38 
2020-11-11,11680,강남구,동남권,887468.613 ,857826.481 ,22267.841 ,7374.291 ,1117044.285 ,677183.740 ,1075840.452 ,752917.299 ,715956.982 ,222538.817 ,132596.097 ,360822.068 ,20 ,0 ,0 ,0 ,9 ,86 ,0 ,54 ,0 ,11 ,8 ,14 
2020-11-12,11680,강남구,동남권,881395.022 ,852318.680 ,22049.015 ,7027.327 ,1107296.787 ,681227.758 ,1062581.379 ,751976.196 ,701359.261 ,218702.106 ,130238.447 ,352418.708 ,38 ,1 ,6 ,0 ,10 ,108 ,0 ,57 ,0 ,20 ,11 ,8 
2020-11-13,11680,강남구,동남권,887119.247 ,857398.125 ,22731.749 ,6989.373 ,1102228.742 ,694176.689 ,1060757.183 ,763092.149 ,695729.414 ,215738.870 ,129663.420 ,350327.124 ,52 ,1 ,5 ,0 ,12 ,149 ,0 ,72 ,0 ,38 ,20 ,11 
2020-11-14,11680,강남구,동남권,764434.845 ,739068.645 ,19070.962 ,6295.237 ,875400.601 ,671906.363 ,842736.540 ,708505.062 ,461426.341 ,141533.552 ,116275.294 ,203617.495 ,44 ,1 ,4 ,0 ,13 ,156 ,0 ,67 ,1 ,52 ,38 ,20 
2020-11-15,11680,강남구,동남권,710761.294 ,688515.472 ,16389.378 ,5856.444 ,778950.009 ,654103.308 ,758194.100 ,676880.719 ,366546.615 ,101755.850 ,112609.070 ,152181.695 ,49 ,1 ,3 ,1 ,11 ,123 ,0 ,75 ,1 ,44 ,52 ,38 
2020-11-16,11680,강남구,동남권,870954.433 ,842915.495 ,21784.190 ,6254.748 ,1101860.514 ,659782.920 ,1060098.196 ,735851.745 ,700108.641 ,219198.309 ,129736.221 ,351174.111 ,45 ,1 ,2 ,1 ,12 ,154 ,0 ,70 ,0 ,49 ,44 ,52 
2020-11-17,11680,강남구,동남권,886799.357 ,857988.233 ,22541.440 ,6269.683 ,1121015.796 ,677064.233 ,1076833.857 ,751060.428 ,712517.466 ,223027.082 ,130050.870 ,359439.514 ,40 ,1 ,1 ,1 ,16 ,253 ,0 ,68 ,0 ,45 ,49 ,44 
2020-11-18,11680,강남구,동남권,885360.990 ,857167.609 ,22163.483 ,6029.899 ,1118795.537 ,676395.033 ,1074036.179 ,750592.998 ,707012.210 ,221054.594 ,128835.956 ,357121.659 ,29 ,0 ,0 ,0 ,17 ,276 ,12 ,91 ,0 ,40 ,45 ,49 
2020-11-19,11680,강남구,동남권,883647.350 ,855367.482 ,21876.597 ,6403.272 ,1114076.968 ,680972.404 ,1067558.805 ,752282.025 ,695392.430 ,217826.433 ,129326.310 ,348239.687 ,10 ,0 ,0 ,0 ,14 ,185 ,87 ,91 ,0 ,29 ,40 ,45 
2020-11-20,11680,강남구,동남권,881554.596 ,852238.429 ,22598.707 ,6717.459 ,1098118.900 ,684257.560 ,1056750.636 ,756414.567 ,686178.927 ,212842.381 ,129364.224 ,343972.321 ,14 ,0 ,0 ,0 ,3 ,8 ,0 ,74 ,0 ,10 ,29 ,40 
2020-11-21,11680,강남구,동남권,762003.171 ,736345.100 ,19192.813 ,6465.258 ,868164.706 ,670747.400 ,838958.433 ,707035.127 ,444777.972 ,132435.552 ,114177.286 ,198165.134 ,16 ,0 ,0 ,0 ,7 ,42 ,0 ,68 ,1 ,14 ,10 ,29 
2020-11-22,11680,강남구,동남권,709197.144 ,686680.843 ,16410.081 ,6106.220 ,772527.780 ,654342.867 ,754132.214 ,677100.665 ,344792.713 ,91889.954 ,110668.831 ,142233.928 ,18 ,0 ,0 ,0 ,6 ,31 ,5 ,81 ,1 ,16 ,14 ,10 
2020-11-23,11680,강남구,동남권,869237.739 ,841074.099 ,21722.715 ,6440.926 ,1098543.603 ,660656.654 ,1055746.035 ,736017.528 ,686951.494 ,213292.808 ,128680.601 ,344978.086 ,15 ,0 ,0 ,0 ,2 ,3 ,0 ,61 ,0 ,18 ,16 ,14 
2020-11-24,11680,강남구,동남권,871642.043 ,843457.691 ,21892.566 ,6291.786 ,1102492.522 ,675574.712 ,1059576.290 ,737403.295 ,684457.912 ,212103.979 ,127817.815 ,344536.118 ,15 ,0 ,0 ,0 ,3 ,8 ,0 ,55 ,0 ,15 ,18 ,16 
2020-11-25,11680,강남구,동남권,867461.055 ,840292.093 ,21453.027 ,5715.935 ,1096672.368 ,671462.900 ,1053127.605 ,734842.090 ,678015.898 ,210462.575 ,126976.151 ,340577.173 ,24 ,0 ,0 ,0 ,5 ,21 ,0 ,64 ,0 ,15 ,15 ,18 
2020-11-26,11680,강남구,동남권,863619.990 ,836384.579 ,21359.396 ,5876.015 ,1087214.346 ,672231.234 ,1045593.235 ,733639.101 ,664945.427 ,207187.062 ,124246.799 ,333511.565 ,36 ,1 ,1 ,0 ,6 ,31 ,0 ,67 ,0 ,24 ,15 ,15 
2020-11-27,11680,강남구,동남권,851477.304 ,823928.771 ,21010.976 ,6537.556 ,1067239.600 ,671874.066 ,1025321.611 ,727302.798 ,642924.819 ,197192.471 ,124875.922 ,320856.425 ,26 ,0 ,0 ,0 ,4 ,17 ,0 ,62 ,0 ,36 ,24 ,15 
2020-11-28,11680,강남구,동남권,733101.850 ,708551.523 ,17794.735 ,6755.593 ,830658.979 ,646955.461 ,804338.335 ,682218.647 ,396768.770 ,111986.185 ,109049.116 ,175733.469 ,13 ,0 ,0 ,0 ,0 ,0 ,0 ,50 ,1 ,26 ,36 ,24 
2020-11-29,11680,강남구,동남권,687141.169 ,665534.782 ,15423.355 ,6183.032 ,738477.269 ,641284.599 ,724540.045 ,660427.685 ,304711.647 ,74705.712 ,105557.641 ,124448.294 ,14 ,0 ,0 ,0 ,-1 ,0 ,0 ,60 ,1 ,13 ,26 ,36 
2020-11-30,11680,강남구,동남권,844267.943 ,817296.324 ,20606.094 ,6365.525 ,1065237.585 ,653514.863 ,1023578.928 ,716188.668 ,642793.341 ,198659.457 ,122539.450 ,321594.434 ,16 ,0 ,0 ,0 ,0 ,0 ,0 ,58 ,0 ,14 ,13 ,26 
2020-12-01,11680,강남구,동남권,854235.374 ,826291.055 ,21129.970 ,6814.349 ,1077640.605 ,667118.935 ,1034270.783 ,725638.653 ,652408.050 ,196912.636 ,124722.131 ,330773.283 ,19 ,0 ,0 ,0 ,1 ,1 ,0 ,45 ,0 ,16 ,14 ,13 
2020-12-02,11680,강남구,동남권,855222.783 ,826880.519 ,20966.822 ,7375.442 ,1080463.176 ,669127.604 ,1034686.825 ,727034.181 ,653975.505 ,197577.176 ,124162.400 ,332235.929 ,17 ,0 ,0 ,0 ,2 ,6 ,0 ,41 ,0 ,19 ,16 ,14 
2020-12-03,11680,강남구,동남권,853922.317 ,825244.197 ,20853.157 ,7824.964 ,1075163.838 ,670066.440 ,1030478.375 ,727810.848 ,650606.782 ,196310.984 ,125672.076 ,328623.722 ,14 ,0 ,0 ,0 ,1 ,0 ,0 ,47 ,0 ,17 ,19 ,16 
2020-12-04,11680,강남구,동남권,852437.222 ,823132.407 ,21026.370 ,8278.445 ,1071500.716 ,671941.122 ,1027362.944 ,727490.278 ,642173.121 ,194925.746 ,123727.567 ,323519.809 ,17 ,0 ,0 ,0 ,-1 ,0 ,0 ,54 ,0 ,14 ,17 ,19 
2020-12-05,11680,강남구,동남권,731837.816 ,706408.091 ,17704.871 ,7724.854 ,825465.703 ,648889.066 ,800266.731 ,682960.019 ,389466.705 ,108661.514 ,108991.607 ,171813.584 ,23 ,0 ,0 ,0 ,2 ,4 ,0 ,63 ,1 ,17 ,14 ,17 
2020-12-06,11680,강남구,동남권,689866.452 ,666345.170 ,15473.925 ,8047.357 ,741542.059 ,644972.710 ,727489.898 ,662992.562 ,302897.926 ,74099.237 ,104686.509 ,124112.181 ,30 ,0 ,0 ,0 ,5 ,20 ,0 ,67 ,1 ,23 ,17 ,14 
2020-12-07,11680,강남구,동남권,841845.426 ,813163.158 ,20680.295 ,8001.972 ,1065347.209 ,654619.454 ,1022040.348 ,713134.768 ,641221.483 ,196607.203 ,121657.492 ,322956.788 ,35 ,1 ,1 ,0 ,3 ,12 ,0 ,58 ,0 ,30 ,23 ,17 
2020-12-08,11680,강남구,동남권,843700.629 ,813967.018 ,20933.827 ,8799.785 ,1058196.719 ,666290.534 ,1016685.293 ,720140.155 ,625982.656 ,192133.545 ,116630.234 ,317218.878 ,13 ,0 ,0 ,0 ,-1 ,0 ,0 ,50 ,0 ,35 ,30 ,23 
2020-12-09,11680,강남구,동남권,842775.393 ,812236.909 ,20786.997 ,9751.487 ,1056074.295 ,668315.393 ,1012836.939 ,721302.860 ,621781.669 ,190508.963 ,116727.396 ,314545.309 ,24 ,0 ,0 ,0 ,2 ,2 ,0 ,55 ,0 ,13 ,35 ,30 
2020-12-10,11680,강남구,동남권,843972.369 ,813764.374 ,20758.447 ,9449.548 ,1058449.530 ,668999.903 ,1014332.560 ,722286.519 ,623236.736 ,191212.513 ,116306.538 ,315717.685 ,45 ,1 ,3 ,1 ,6 ,34 ,0 ,70 ,0 ,24 ,13 ,35 
2020-12-11,11680,강남구,동남권,835522.333 ,805340.270 ,20728.394 ,9453.668 ,1043716.801 ,668469.422 ,1000322.113 ,717808.204 ,609911.619 ,186159.546 ,116084.380 ,307667.693 ,80 ,1 ,2 ,1 ,5 ,28 ,0 ,77 ,0 ,45 ,24 ,13 
2020-12-12,11680,강남구,동남권,719691.680 ,692927.029 ,17592.287 ,9172.364 ,799979.086 ,649352.053 ,778459.193 ,677714.884 ,356665.834 ,98144.398 ,102326.286 ,156195.150 ,35 ,1 ,1 ,1 ,2 ,5 ,0 ,51 ,1 ,80 ,45 ,24 
2020-12-13,11680,강남구,동남권,679290.927 ,654695.759 ,15266.644 ,9328.525 ,717756.096 ,644725.190 ,707596.087 ,659072.956 ,257684.967 ,59551.687 ,96661.144 ,101472.136 ,26 ,0 ,0 ,0 ,-1 ,1 ,3 ,75 ,1 ,35 ,80 ,45 
2020-12-14,11680,강남구,동남권,827206.985 ,797480.863 ,19999.456 ,9726.666 ,1037899.806 ,653451.229 ,995302.740 ,707138.589 ,597116.939 ,183566.883 ,113452.040 ,300098.017 ,11 ,0 ,0 ,0 ,-8 ,59 ,0 ,49 ,0 ,26 ,35 ,80 
2020-12-15,11680,강남구,동남권,833743.550 ,804981.641 ,20354.236 ,8407.672 ,1045120.382 ,663789.994 ,1000756.318 ,714448.715 ,602206.121 ,184316.221 ,113648.628 ,304241.272 ,10 ,0 ,0 ,0 ,-8 ,69 ,0 ,43 ,0 ,11 ,26 ,35 
2020-12-16,11680,강남구,동남권,832074.146 ,803927.054 ,20410.933 ,7736.159 ,1039036.052 ,664617.131 ,996141.694 ,714883.040 ,596570.691 ,183044.903 ,113743.200 ,299782.588 ,12 ,0 ,0 ,0 ,-8 ,69 ,0 ,44 ,0 ,10 ,11 ,26 
2020-12-17,11680,강남구,동남권,831553.810 ,803106.598 ,20552.557 ,7894.655 ,1036495.575 ,664250.249 ,994455.822 ,715195.230 ,598866.548 ,184288.020 ,114387.680 ,300190.848 ,18 ,0 ,0 ,0 ,-5 ,24 ,0 ,47 ,0 ,12 ,10 ,11 
2020-12-18,11680,강남구,동남권,822182.947 ,795048.651 ,20360.399 ,6773.898 ,1020179.869 ,664532.427 ,978931.015 ,710220.042 ,584505.492 ,177988.208 ,114274.960 ,292242.324 ,24 ,0 ,0 ,0 ,-2 ,4 ,0 ,57 ,0 ,18 ,12 ,10 
2020-12-19,11680,강남구,동남권,710923.634 ,687799.183 ,17348.150 ,5776.302 ,789533.704 ,643008.432 ,767709.511 ,670362.294 ,342440.159 ,92968.897 ,101181.230 ,148290.032 ,13 ,0 ,0 ,0 ,-5 ,26 ,0 ,45 ,1 ,24 ,18 ,12 
2020-12-20,11680,강남구,동남권,672942.773 ,650600.022 ,15223.301 ,7119.451 ,708950.272 ,639886.555 ,698906.973 ,654396.916 ,261862.004 ,59617.666 ,97052.385 ,105191.952 ,17 ,0 ,0 ,0 ,-4 ,14 ,0 ,50 ,1 ,13 ,24 ,18 
2020-12-21,11680,강남구,동남권,822687.092 ,795787.843 ,19934.470 ,6964.778 ,1033857.125 ,648817.368 ,990414.161 ,702882.042 ,602651.959 ,187582.408 ,113996.266 ,301073.285 ,29 ,0 ,0 ,0 ,-1 ,1 ,0 ,64 ,0 ,17 ,13 ,24 
2020-12-22,11680,강남구,동남권,829940.104 ,803231.542 ,20388.288 ,6320.274 ,1040131.502 ,658329.360 ,995959.001 ,711355.178 ,606785.445 ,187571.810 ,114328.964 ,304884.672 ,39 ,1 ,3 ,0 ,2 ,4 ,0 ,68 ,0 ,29 ,17 ,13 
2020-12-23,11680,강남구,동남권,828349.325 ,801757.458 ,20366.013 ,6225.853 ,1035749.876 ,660893.085 ,991181.485 ,712040.639 ,601899.346 ,185145.017 ,115076.974 ,301677.355 ,54 ,1 ,2 ,0 ,5 ,20 ,0 ,77 ,0 ,39 ,29 ,17 
2020-12-24,11680,강남구,동남권,803005.126 ,777205.603 ,20033.714 ,5765.810 ,990664.018 ,654203.938 ,948684.621 ,698948.344 ,558373.273 ,167388.148 ,113604.683 ,277380.442 ,40 ,1 ,1 ,0 ,3 ,7 ,0 ,62 ,0 ,54 ,39 ,29 
2020-12-25,11680,강남구,동남권,671259.052 ,649182.271 ,16384.365 ,5692.416 ,700059.009 ,634378.903 ,694586.196 ,654596.806 ,264819.099 ,62225.638 ,94590.563 ,108002.899 ,15 ,0 ,0 ,0 ,-1 ,1 ,0 ,52 ,0 ,40 ,54 ,39 
2020-12-26,11680,강남구,동남권,683338.832 ,660329.411 ,16747.889 ,6261.532 ,748010.294 ,631196.143 ,731262.744 ,649107.466 ,317034.056 ,83063.448 ,97711.397 ,136259.211 ,32 ,0 ,0 ,0 ,2 ,5 ,0 ,66 ,1 ,15 ,40 ,54 
2020-12-27,11680,강남구,동남권,662146.318 ,639916.780 ,15144.892 ,7084.647 ,693759.148 ,628860.370 ,685522.042 ,645449.372 ,251717.409 ,55493.913 ,97288.388 ,98935.108 ,45 ,1 ,3 ,0 ,6 ,34 ,0 ,63 ,1 ,32 ,15 ,40 
2020-12-28,11680,강남구,동남권,811566.225 ,785174.055 ,19929.448 ,6462.722 ,1012878.722 ,644548.495 ,970685.424 ,697909.654 ,582232.639 ,179818.020 ,113408.149 ,289006.471 ,46 ,1 ,2 ,0 ,7 ,45 ,1 ,72 ,0 ,45 ,32 ,15 
2020-12-29,11680,강남구,동남권,819743.884 ,794506.143 ,20227.533 ,5010.207 ,1020253.370 ,656564.836 ,978369.615 ,706439.789 ,586632.495 ,180712.437 ,113540.932 ,292379.126 ,49 ,1 ,1 ,0 ,0 ,0 ,0 ,71 ,0 ,46 ,45 ,32 
