date,code,site,area,totalpop,dometpop,lftpop,sftpop,dmax,dmin,dfpop,nfpop,dfmax,outside,inside,internal,dailydust,pmbaddummy,pmday,pmwarn,temp,tempspr,rainfall,humidity,daydummy
2020-12-03,11215 ,광진구,동북권,383011.405700 ,360761.853400 ,20401.550000 ,1848.002400 ,401007.862500 ,356499.253900 ,363609.792200 ,396869.701100 ,169800.605900 ,29167.121800 ,78659.404600 ,61974.079500 ,15 ,0 ,0 ,0 ,1 ,0 ,0 ,47 ,0 
2020-12-02,11215 ,광진구,동북권,383770.611800 ,360510.602700 ,20444.998500 ,2815.010600 ,401878.516000 ,356880.266700 ,364317.961800 ,397665.361900 ,170415.815800 ,29282.429300 ,79517.202600 ,61616.183900 ,20 ,0 ,0 ,0 ,2 ,6 ,0 ,41 ,0 
2020-12-01,11215 ,광진구,동북권,383434.767000 ,360346.251800 ,20675.563900 ,2412.951400 ,402529.104500 ,354732.357100 ,363189.423000 ,397895.727100 ,168892.868700 ,28756.979400 ,79478.599400 ,60657.289900 ,19 ,0 ,0 ,0 ,1 ,1 ,0 ,45 ,0 
2020-11-30,11215 ,광진구,동북권,383570.657500 ,360524.671000 ,20640.972900 ,2405.013500 ,401889.668200 ,356502.669800 ,363889.722400 ,397628.468200 ,169505.853200 ,30172.073100 ,78412.361100 ,60921.419000 ,17 ,0 ,0 ,0 ,0 ,0 ,0 ,58 ,0 
2020-11-29,11215 ,광진구,동북권,391347.866800 ,366545.280400 ,22120.631100 ,2681.955400 ,402450.754200 ,381888.515900 ,386707.351500 ,394662.520600 ,143964.490400 ,24482.339700 ,74416.908100 ,45065.242600 ,15 ,0 ,0 ,0 ,-1 ,0 ,0 ,60 ,1 
2020-11-28,11215 ,광진구,동북권,389746.751100 ,365709.919200 ,21414.891000 ,2621.940900 ,398117.594900 ,377497.055000 ,382470.632200 ,394943.978900 ,156353.320700 ,29739.637700 ,73666.238200 ,52947.444800 ,13 ,0 ,0 ,0 ,0 ,0 ,0 ,50 ,1 
2020-11-27,11215 ,광진구,동북권,385046.172200 ,361528.752900 ,20448.039100 ,3069.380300 ,401810.230300 ,358299.329900 ,366461.662800 ,398320.821800 ,171666.242900 ,31159.639300 ,77549.570100 ,62957.033500 ,28 ,0 ,0 ,0 ,4 ,17 ,0 ,62 ,0 
2020-11-26,11215 ,광진구,동북권,383598.040100 ,359938.794500 ,20470.757900 ,3188.487700 ,402403.940700 ,356164.956800 ,363012.821800 ,398301.767500 ,170436.517600 ,30949.897800 ,77528.300600 ,61958.319200 ,37 ,1 ,1 ,0 ,6 ,31 ,0 ,67 ,0 
2020-11-25,11215 ,광진구,동북권,384932.306200 ,361080.759700 ,20540.905200 ,3310.641300 ,404683.423500 ,356941.425000 ,364824.019300 ,399295.368300 ,174279.696200 ,31576.727800 ,78654.503600 ,64048.464800 ,25 ,0 ,0 ,0 ,5 ,21 ,0 ,64 ,0 
2020-11-24,11215 ,광진구,동북권,383106.705600 ,359616.526800 ,20418.583800 ,3071.595100 ,402709.760100 ,353801.060400 ,361845.817200 ,398293.054400 ,171802.091100 ,30739.567900 ,78191.781700 ,62870.741500 ,18 ,0 ,0 ,0 ,3 ,8 ,0 ,55 ,0 
2020-11-23,11215 ,광진구,동북권,385078.238800 ,361010.651300 ,20627.671100 ,3439.916400 ,404990.785200 ,356330.028100 ,364188.213900 ,399999.685200 ,176272.303600 ,32185.559700 ,79533.571100 ,64553.172800 ,16 ,0 ,0 ,0 ,2 ,3 ,0 ,61 ,0 
2020-11-22,11215 ,광진구,동북권,393580.054900 ,367799.338200 ,22075.653800 ,3705.062800 ,405920.850200 ,383057.162000 ,388019.504300 ,397551.876700 ,151081.732000 ,27838.127300 ,75455.039400 ,47788.565300 ,18 ,0 ,0 ,0 ,6 ,31 ,5 ,81 ,1 
2020-11-21,11215 ,광진구,동북권,390783.215500 ,366079.442300 ,20905.568400 ,3798.204800 ,399653.649900 ,378644.928600 ,382749.462300 ,396521.610700 ,166145.683300 ,34378.428900 ,74527.607400 ,57239.647000 ,17 ,0 ,0 ,0 ,7 ,42 ,0 ,68 ,1 
2020-11-20,11215 ,광진구,동북권,385824.288500 ,361892.872000 ,20216.627500 ,3714.788900 ,403701.628400 ,358877.818000 ,366231.681100 ,399819.008000 ,177405.911200 ,33556.258300 ,77835.039400 ,66014.613500 ,15 ,0 ,0 ,0 ,3 ,8 ,0 ,74 ,0 
2020-11-19,11215 ,광진구,동북권,386885.125500 ,362680.353000 ,20616.613200 ,3588.159400 ,406032.306800 ,361681.455800 ,367575.656500 ,400677.603500 ,174934.507300 ,32206.857200 ,78298.501700 ,64429.148400 ,10 ,0 ,0 ,0 ,14 ,185 ,87 ,91 ,0 
2020-11-18,11215 ,광진구,동북권,383492.800200 ,359269.988600 ,20452.017200 ,3770.794400 ,404299.374600 ,355968.675400 ,363744.473300 ,397598.748000 ,178492.242100 ,32624.026300 ,79877.033800 ,65991.182000 ,26 ,0 ,0 ,0 ,17 ,276 ,12 ,91 ,0 
2020-11-17,11215 ,광진구,동북권,383228.419500 ,359588.108800 ,20258.408400 ,3381.902300 ,403940.833200 ,353855.820100 ,361439.909200 ,398791.641200 ,179362.742100 ,33269.093400 ,79492.026200 ,66601.622500 ,40 ,1 ,1 ,1 ,16 ,253 ,0 ,68 ,0 
2020-11-16,11215 ,광진구,동북권,385851.625500 ,361275.640500 ,20705.167400 ,3870.817700 ,405309.136100 ,357893.754300 ,365148.968600 ,400639.237700 ,180789.807800 ,33095.265700 ,80733.393900 ,66961.148200 ,43 ,1 ,2 ,1 ,12 ,154 ,0 ,70 ,0 
2020-11-15,11215 ,광진구,동북권,390241.274100 ,364944.805400 ,21776.966700 ,3519.502000 ,406291.508900 ,377956.772900 ,383320.504800 ,395184.680700 ,161407.556800 ,31477.302200 ,77379.027700 ,52551.226900 ,50 ,1 ,3 ,1 ,11 ,123 ,0 ,75 ,1 
2020-11-14,11215 ,광진구,동북권,388775.839400 ,364223.230400 ,21286.413100 ,3266.196000 ,398558.266500 ,376297.586900 ,380348.787400 ,394795.162300 ,171355.480000 ,36764.268100 ,74829.623900 ,59761.588000 ,43 ,1 ,4 ,0 ,13 ,156 ,0 ,67 ,1 
2020-11-13,11215 ,광진구,동북권,383334.053200 ,360219.424100 ,20203.706300 ,2910.922800 ,403166.937900 ,354437.650000 ,362686.785500 ,398082.101500 ,180843.591500 ,34718.277500 ,78626.885400 ,67498.428600 ,53 ,1 ,5 ,0 ,12 ,149 ,0 ,72 ,0 
2020-11-12,11215 ,광진구,동북권,385197.539400 ,361598.915500 ,20492.777300 ,3105.846600 ,405627.753300 ,357269.863400 ,364563.631900 ,399936.044700 ,180075.777900 ,33844.494400 ,79530.120400 ,66701.163100 ,38 ,1 ,6 ,0 ,10 ,108 ,0 ,57 ,0 
2020-11-11,11215 ,광진구,동북권,384058.873800 ,360863.124100 ,20280.463400 ,2915.286300 ,405673.537800 ,353397.377800 ,362450.210200 ,399493.633500 ,182602.352200 ,33622.918600 ,80748.010100 ,68231.423500 ,21 ,0 ,0 ,0 ,9 ,86 ,0 ,54 ,0 
2020-11-10,11215 ,광진구,동북권,382380.028300 ,359440.137200 ,20247.598600 ,2692.292500 ,404485.283800 ,351536.717000 ,360010.759500 ,398358.077400 ,179939.361700 ,33376.019300 ,80001.919800 ,66561.422600 ,13 ,0 ,0 ,0 ,8 ,59 ,0 ,56 ,0 
2020-11-09,11215 ,광진구,동북권,383572.828300 ,360421.433200 ,20720.210300 ,2431.184800 ,404100.413100 ,354508.117700 ,362470.263700 ,398646.088700 ,180125.464800 ,33775.434500 ,80036.217200 ,66313.813100 ,10 ,0 ,0 ,0 ,6 ,30 ,0 ,41 ,0 
2020-11-08,11215 ,광진구,동북권,392218.449500 ,367678.142200 ,22198.963500 ,2341.343700 ,404974.251100 ,381632.397600 ,386820.260500 ,396074.298800 ,163021.421200 ,32194.047800 ,76437.420600 ,54389.952800 ,16 ,0 ,0 ,0 ,9 ,72 ,0 ,44 ,1 
2020-11-07,11215 ,광진구,동북권,390861.463400 ,366817.706300 ,21184.976200 ,2858.780800 ,400097.984600 ,377052.037900 ,382452.999800 ,396867.508700 ,175050.444100 ,37023.904300 ,76205.244000 ,61821.295800 ,42 ,1 ,1 ,0 ,15 ,213 ,0 ,69 ,1 
2020-11-06,11215 ,광진구,동북권,385335.085300 ,361948.786200 ,20534.237600 ,2852.061500 ,406502.243800 ,356173.451100 ,364255.544400 ,400391.900300 ,180488.292700 ,33937.097900 ,79157.529600 ,67393.665200 ,26 ,0 ,0 ,0 ,14 ,182 ,0 ,63 ,0 
2020-11-05,11215 ,광진구,동북권,383956.269100 ,361170.674100 ,20499.122200 ,2286.472900 ,406828.929000 ,354332.353200 ,362112.613000 ,399558.880600 ,182230.371100 ,33250.113500 ,80505.280800 ,68474.976800 ,18 ,0 ,0 ,0 ,10 ,92 ,0 ,62 ,0 
2020-11-04,11215 ,광진구,동북권,383773.709700 ,360274.751600 ,20512.421400 ,2986.536800 ,404236.898100 ,352253.896200 ,361567.374000 ,399635.378100 ,180264.667400 ,32503.388000 ,80403.419300 ,67357.860100 ,10 ,0 ,0 ,0 ,5 ,24 ,0 ,44 ,0 
2020-11-03,11215 ,광진구,동북권,382741.596300 ,359915.212300 ,20330.281400 ,2496.102700 ,405918.158200 ,351457.247200 ,360043.309600 ,398954.658300 ,178999.395100 ,32818.708100 ,80481.495600 ,65699.191400 ,6 ,0 ,0 ,0 ,5 ,26 ,1 ,48 ,0 
2020-11-02,11215 ,광진구,동북권,383555.162900 ,360357.908800 ,20663.572700 ,2533.681400 ,403846.595700 ,353959.410200 ,361896.846800 ,399025.388700 ,182555.830200 ,33149.346900 ,82300.959300 ,67105.524000 ,17 ,0 ,0 ,0 ,11 ,117 ,2 ,58 ,0 
2020-11-01,11215 ,광진구,동북권,392466.405900 ,367461.305200 ,22285.989900 ,2719.110800 ,404276.914000 ,381059.410400 ,385725.873300 ,397281.072000 ,154339.735400 ,28867.709000 ,77576.314300 ,47895.712100 ,22 ,0 ,0 ,0 ,14 ,188 ,14 ,84 ,1 
2020-10-31,11215 ,광진구,동북권,392422.069000 ,368440.343100 ,21313.358300 ,2668.367600 ,403378.094900 ,380677.694900 ,384753.649900 ,397899.511200 ,177458.355200 ,39135.579200 ,75721.996100 ,62600.779900 ,12 ,0 ,0 ,0 ,14 ,185 ,0 ,60 ,1 
2020-10-30,11215 ,광진구,동북권,385036.924500 ,362028.918200 ,20442.001100 ,2566.005200 ,405507.944300 ,356457.834600 ,364863.481200 ,399446.526800 ,183635.379400 ,36084.291400 ,79226.567200 ,68324.520800 ,17 ,0 ,0 ,0 ,12 ,142 ,0 ,43 ,0 
2020-10-29,11215 ,광진구,동북권,383421.572500 ,360831.213100 ,20357.674000 ,2232.685400 ,404723.041100 ,353711.989100 ,361710.252500 ,398929.658200 ,182891.841700 ,35839.140100 ,79484.276500 ,67568.425100 ,14 ,0 ,0 ,0 ,11 ,117 ,0 ,40 ,0 
2020-10-28,11215 ,광진구,동북권,383929.446200 ,360634.708000 ,20638.117500 ,2656.620700 ,405865.292600 ,354280.568400 ,362013.857300 ,399583.438300 ,182600.166900 ,35084.354700 ,80091.977700 ,67423.834500 ,33 ,0 ,0 ,0 ,14 ,190 ,0 ,52 ,0 
2020-10-27,11215 ,광진구,동북권,382422.911000 ,359132.627600 ,20513.154100 ,2777.129300 ,405726.327600 ,350815.076200 ,359586.670800 ,398734.511100 ,180923.311200 ,34083.558800 ,80543.733500 ,66296.018900 ,50 ,1 ,1 ,0 ,14 ,196 ,0 ,74 ,0 
2020-10-26,11215 ,광진구,동북권,384034.386400 ,360578.039000 ,20571.537100 ,2884.810200 ,404444.142900 ,354404.656500 ,362800.950300 ,399201.126500 ,182420.214400 ,35067.032000 ,80509.466500 ,66843.715900 ,27 ,0 ,0 ,0 ,13 ,166 ,0 ,72 ,0 
2020-10-25,11215 ,광진구,동북권,393309.153600 ,368027.068100 ,22041.579200 ,3240.506200 ,405468.462500 ,383114.587700 ,387838.304600 ,397216.902800 ,164642.004600 ,33017.251600 ,76652.853400 ,54971.899600 ,14 ,0 ,0 ,0 ,12 ,139 ,0 ,63 ,1 
2020-10-24,11215 ,광진구,동북권,391863.585800 ,367767.886000 ,21315.779200 ,2779.920600 ,401406.067000 ,379049.571900 ,383140.737500 ,398094.191800 ,173855.005200 ,37199.687000 ,75437.693100 ,61217.625100 ,10 ,0 ,0 ,0 ,9 ,76 ,0 ,48 ,1 
2020-10-23,11215 ,광진구,동북권,386133.105800 ,363122.195500 ,20581.303100 ,2429.607200 ,406318.492500 ,356772.348900 ,364797.358200 ,401372.925400 ,180805.291800 ,35198.059300 ,78876.183600 ,66731.048900 ,8 ,0 ,0 ,0 ,9 ,74 ,0 ,52 ,0 
2020-10-22,11215 ,광진구,동북권,385845.467500 ,362988.140200 ,20635.560500 ,2221.766900 ,407610.969500 ,354683.738600 ,362846.595600 ,402273.233200 ,181146.037800 ,34174.857900 ,80745.647200 ,66225.532700 ,25 ,0 ,0 ,0 ,14 ,182 ,0 ,66 ,0 
2020-10-21,11215 ,광진구,동북권,384615.732500 ,361743.063500 ,20545.093200 ,2327.575900 ,407456.239000 ,353098.983800 ,362164.829400 ,400652.091900 ,181158.678100 ,34114.047700 ,81075.205900 ,65969.424500 ,21 ,0 ,0 ,0 ,14 ,199 ,0 ,69 ,0 
2020-10-20,11215 ,광진구,동북권,385711.405900 ,362541.142300 ,20864.920100 ,2305.343500 ,406616.853900 ,355331.027900 ,362972.133800 ,401953.743000 ,181672.147300 ,34330.827100 ,80980.369300 ,66360.950900 ,27 ,0 ,0 ,0 ,15 ,231 ,0 ,67 ,0 
2020-10-19,11215 ,광진구,동북권,388797.761500 ,365116.772200 ,21260.867900 ,2420.121400 ,409897.744000 ,358438.508800 ,366891.884000 ,404444.816900 ,183181.193600 ,34442.798600 ,81772.527100 ,66965.867900 ,27 ,0 ,0 ,0 ,15 ,228 ,0 ,74 ,0 
2020-10-18,11215 ,광진구,동북권,399366.004700 ,373969.320900 ,22435.629900 ,2961.053900 ,411182.990300 ,387786.928700 ,392994.708200 ,403916.930700 ,166025.086600 ,31614.597400 ,78736.980900 ,55673.508300 ,14 ,0 ,0 ,0 ,14 ,185 ,0 ,66 ,1 
2020-10-17,11215 ,광진구,동북권,398152.271100 ,373622.602500 ,21759.153500 ,2770.515100 ,409782.301900 ,386306.516700 ,390257.266700 ,403791.560000 ,177671.710700 ,37043.647100 ,77773.565400 ,62854.498200 ,15 ,0 ,0 ,0 ,13 ,172 ,0 ,64 ,1 
2020-10-16,11215 ,광진구,동북권,388693.607500 ,365014.667500 ,20752.251400 ,2926.688700 ,410166.877100 ,358384.459800 ,367152.553200 ,404080.074800 ,181985.006700 ,34324.658300 ,80360.665300 ,67299.683100 ,15 ,0 ,0 ,0 ,12 ,139 ,0 ,64 ,0 
2020-10-15,11215 ,광진구,동북권,388821.045500 ,364609.263200 ,20771.327500 ,3440.454800 ,409762.912800 ,359366.985700 ,367196.867900 ,404266.886700 ,183270.586800 ,34663.980200 ,81074.384900 ,67532.221700 ,11 ,0 ,0 ,0 ,12 ,137 ,0 ,42 ,0 
2020-10-14,11215 ,광진구,동북권,389510.778100 ,365099.493900 ,20951.961200 ,3459.323100 ,410489.930500 ,359200.695500 ,367785.608500 ,405028.756500 ,182354.696700 ,34143.786400 ,81745.464000 ,66465.446300 ,12 ,0 ,0 ,0 ,13 ,164 ,0 ,47 ,0 
2020-10-13,11215 ,광진구,동북권,388563.035200 ,363855.704700 ,20931.885900 ,3775.444500 ,411339.627600 ,356918.927400 ,365158.393600 ,405280.636200 ,181520.323700 ,33704.956800 ,82093.983600 ,65721.383300 ,10 ,0 ,0 ,0 ,14 ,185 ,0 ,52 ,0 
2020-10-12,11215 ,광진구,동북권,387285.309700 ,362034.173600 ,21340.054800 ,3911.081400 ,411162.933700 ,359759.112500 ,368124.785600 ,400971.398400 ,185145.543400 ,33953.270400 ,83492.006400 ,67700.266600 ,17 ,0 ,0 ,0 ,16 ,262 ,0 ,69 ,0 
2020-10-11,11215 ,광진구,동북권,397919.894900 ,372149.749800 ,22716.632100 ,3053.513000 ,411765.470200 ,386306.237600 ,391921.407000 ,402204.529200 ,157197.024800 ,27748.939800 ,78165.046400 ,51283.038600 ,10 ,0 ,0 ,0 ,17 ,286 ,0 ,69 ,1 
2020-10-10,11215 ,광진구,동북권,392143.147000 ,366819.220200 ,21967.456000 ,3356.470800 ,405877.705700 ,380277.393200 ,385089.877600 ,397181.196500 ,170060.374000 ,33027.610000 ,77974.925700 ,59057.838300 ,8 ,0 ,0 ,0 ,17 ,286 ,0 ,60 ,1 
2020-10-09,11215 ,광진구,동북권,395173.551400 ,369609.239300 ,21954.951600 ,3609.360500 ,407675.255700 ,384339.568500 ,386460.983600 ,401396.814100 ,167404.411900 ,32364.117700 ,76553.903400 ,58486.390800 ,5 ,0 ,0 ,0 ,17 ,296 ,0 ,53 ,0 
2020-10-08,11215 ,광진구,동북권,389651.013300 ,365202.423800 ,21117.656500 ,3330.933000 ,411749.563700 ,360158.890600 ,368064.790700 ,405069.743800 ,181382.038300 ,33619.120400 ,80707.885300 ,67055.032600 ,4 ,0 ,0 ,0 ,17 ,296 ,0 ,53 ,0 
2020-10-07,11215 ,광진구,동북권,388609.039900 ,364201.843600 ,21203.837800 ,3203.358400 ,410232.517900 ,358290.995800 ,366916.974200 ,404103.372500 ,181605.200700 ,32556.306500 ,82437.899500 ,66610.994700 ,8 ,0 ,0 ,0 ,16 ,256 ,0 ,49 ,0 
2020-10-06,11215 ,광진구,동북권,387022.336000 ,362758.211200 ,21188.824600 ,3075.300200 ,409519.370200 ,357693.251100 ,365445.010700 ,402434.711200 ,180241.732700 ,32366.766200 ,81659.972300 ,66214.994200 ,9 ,0 ,0 ,0 ,14 ,202 ,0 ,56 ,0 
2020-10-05,11215 ,광진구,동북권,387497.360300 ,363213.378500 ,21597.763000 ,2686.218800 ,409173.601900 ,358731.248200 ,366669.301400 ,402374.545300 ,179376.233200 ,31709.451300 ,81998.073500 ,65668.708400 ,7 ,0 ,0 ,0 ,13 ,177 ,0 ,57 ,0 
2020-10-04,11215 ,광진구,동북권,394262.993000 ,367613.370200 ,23256.310400 ,3393.312400 ,407264.115300 ,383470.399200 ,390351.493000 ,397056.921500 ,153203.812200 ,25074.187500 ,78025.923000 ,50103.701700 ,14 ,0 ,0 ,0 ,17 ,276 ,0 ,65 ,1 
2020-10-03,11215 ,광진구,동북권,376808.971700 ,349460.682900 ,23473.723900 ,3874.564900 ,397549.644800 ,364123.492000 ,371366.611100 ,380696.372100 ,157007.270800 ,30009.378400 ,74247.437100 ,52750.455300 ,20 ,0 ,0 ,0 ,20 ,396 ,0 ,73 ,1 
2020-10-02,11215 ,광진구,동북권,360280.860900 ,332839.753300 ,23219.761900 ,4221.345700 ,376890.322700 ,349349.125300 ,353735.241500 ,364956.303300 ,143925.410000 ,30671.952400 ,67382.418600 ,45871.039000 ,14 ,0 ,0 ,0 ,19 ,369 ,0 ,80 ,0 
2020-10-01,11215 ,광진구,동북권,360382.612500 ,332715.639200 ,23769.789600 ,3897.183600 ,368175.952600 ,352308.595500 ,354837.351600 ,364343.513100 ,147077.130700 ,36830.097500 ,62486.542000 ,47760.491200 ,9 ,0 ,0 ,0 ,19 ,353 ,0 ,75 ,0 
2020-09-30,11215 ,광진구,동북권,374728.354500 ,347203.385100 ,23704.615000 ,3820.354400 ,391216.189300 ,364468.421800 ,367689.889300 ,379755.829600 ,143768.612200 ,32372.820200 ,63923.172900 ,47472.619100 ,15 ,0 ,0 ,0 ,20 ,384 ,38 ,78 ,0 
2020-09-29,11215 ,광진구,동북권,386537.491000 ,360828.079600 ,21900.738900 ,3808.672500 ,402808.353900 ,360617.720200 ,371003.149700 ,397633.449100 ,176292.189500 ,33481.998000 ,78520.508100 ,64289.683400 ,16 ,0 ,0 ,0 ,20 ,384 ,0 ,68 ,0 
2020-09-28,11215 ,광진구,동북권,387838.033000 ,362659.478600 ,21615.941900 ,3562.612400 ,406851.848400 ,359803.271100 ,367848.513700 ,402116.261100 ,180012.879500 ,35035.462700 ,79194.804300 ,65782.612500 ,10 ,0 ,0 ,0 ,21 ,428 ,0 ,66 ,0 
2020-09-27,11215 ,광진구,동북권,397841.275700 ,371481.026200 ,22958.279800 ,3401.969700 ,407990.298000 ,386370.089900 ,391117.208400 ,402644.180900 ,154379.734400 ,27138.416900 ,76098.414200 ,51142.903300 ,4 ,0 ,0 ,0 ,20 ,416 ,0 ,63 ,1 
2020-09-26,11215 ,광진구,동북권,397706.917900 ,371922.077000 ,22267.126500 ,3517.714400 ,408921.777800 ,384174.384700 ,389178.319700 ,403798.773800 ,168192.914200 ,31925.580200 ,77365.812600 ,58901.521400 ,3 ,0 ,0 ,0 ,19 ,372 ,0 ,63 ,1 
2020-09-25,11215 ,광진구,동북권,389643.546400 ,364579.534900 ,21228.332800 ,3835.678600 ,411663.862300 ,360824.759400 ,369926.244700 ,403727.333300 ,178152.221700 ,33255.257300 ,79224.167500 ,65672.796900 ,3 ,0 ,0 ,0 ,20 ,404 ,0 ,64 ,0 
2020-09-24,11215 ,광진구,동북권,389166.838400 ,363491.123300 ,21376.177900 ,4299.537200 ,408622.280100 ,360876.683000 ,368421.344700 ,403985.048200 ,178019.960700 ,33777.850100 ,78185.166700 ,66056.943900 ,1 ,0 ,0 ,0 ,21 ,424 ,0 ,60 ,0 
2020-09-23,11215 ,광진구,동북권,390514.512000 ,364625.498000 ,21470.353500 ,4418.660600 ,411583.095100 ,361503.202200 ,369177.368100 ,405755.329100 ,177738.608600 ,33475.212400 ,78518.391600 ,65745.004600 ,1 ,0 ,0 ,0 ,19 ,369 ,0 ,60 ,0 
2020-09-22,11215 ,광진구,동북권,388973.017400 ,363202.735600 ,21371.404500 ,4398.877400 ,410448.382100 ,358593.014400 ,366667.067800 ,404905.838600 ,175908.432600 ,32874.986400 ,78983.722300 ,64049.723900 ,4 ,0 ,0 ,0 ,20 ,408 ,0 ,55 ,0 
2020-09-21,11215 ,광진구,동북권,390631.721400 ,364730.583300 ,21613.628300 ,4287.509800 ,411335.289300 ,361547.533200 ,369119.546400 ,405997.560700 ,177602.582200 ,32964.898200 ,79994.071400 ,64643.612600 ,9 ,0 ,0 ,0 ,19 ,365 ,0 ,56 ,0 
2020-09-20,11215 ,광진구,동북권,398008.201400 ,370394.334500 ,23039.360500 ,4574.506400 ,412384.514900 ,384573.387100 ,390603.900000 ,403296.988200 ,153361.757700 ,26029.005200 ,76993.353600 ,50339.398900 ,8 ,0 ,0 ,0 ,20 ,388 ,0 ,58 ,1 
2020-09-19,11215 ,광진구,동북권,396080.021400 ,369316.990100 ,22310.386400 ,4452.644900 ,407035.809600 ,382232.724500 ,387015.439500 ,402554.722700 ,166367.753400 ,31594.610200 ,76333.373800 ,58439.769400 ,7 ,0 ,0 ,0 ,21 ,449 ,0 ,59 ,1 
2020-09-18,11215 ,광진구,동북권,390253.448300 ,364784.691400 ,21472.727700 ,3996.029200 ,409460.070000 ,361688.490900 ,369536.165500 ,405051.507500 ,176620.932100 ,33330.885500 ,78915.779200 ,64374.267400 ,6 ,0 ,0 ,0 ,22 ,462 ,0 ,62 ,0 
2020-09-17,11215 ,광진구,동북권,390384.309100 ,364365.391900 ,21513.080600 ,4505.836600 ,410908.379100 ,360742.012200 ,368685.549000 ,405883.423400 ,174878.317700 ,32130.608000 ,79357.092800 ,63390.616900 ,7 ,0 ,0 ,0 ,21 ,454 ,0 ,70 ,0 
2020-09-16,11215 ,광진구,동북권,390611.680100 ,364324.057200 ,21601.984000 ,4685.638900 ,411931.610500 ,360482.074300 ,369123.664300 ,405960.262800 ,170131.921900 ,30860.003300 ,78901.012100 ,60370.906500 ,16 ,0 ,0 ,0 ,23 ,506 ,0 ,80 ,0 
2020-09-15,11215 ,광진구,동북권,389881.581200 ,363159.941300 ,21639.402600 ,5082.237300 ,410912.519700 ,359827.506100 ,368905.414800 ,404864.557100 ,173853.559200 ,31533.988800 ,79712.239900 ,62607.330500 ,22 ,0 ,0 ,0 ,23 ,529 ,0 ,76 ,0 
2020-09-14,11215 ,광진구,동북권,389377.363500 ,362203.972500 ,21949.846000 ,5223.545000 ,409814.620900 ,360522.213100 ,368426.992400 ,404341.914300 ,172033.337300 ,31446.300600 ,78748.734900 ,61838.301800 ,12 ,0 ,0 ,0 ,21 ,454 ,0 ,79 ,0 
2020-09-13,11215 ,광진구,동북권,394095.203900 ,365913.893400 ,23251.598900 ,4929.711600 ,408560.055100 ,381678.842900 ,386394.866300 ,399595.445000 ,144233.549100 ,22864.403200 ,74680.426000 ,46688.719900 ,2 ,0 ,0 ,0 ,22 ,462 ,0 ,70 ,1 
2020-09-12,11215 ,광진구,동북권,394805.049100 ,366784.947300 ,22670.826900 ,5349.274900 ,403115.736400 ,384420.475100 ,387778.594400 ,399823.945300 ,150077.969300 ,27246.228900 ,72994.184900 ,49837.555500 ,4 ,0 ,0 ,0 ,20 ,408 ,6 ,84 ,1 
2020-09-11,11215 ,광진구,동북권,388502.885300 ,361543.479800 ,21818.630800 ,5140.774800 ,405403.685500 ,361838.744500 ,369794.611100 ,401865.938300 ,165814.611800 ,30336.451500 ,74927.212500 ,60550.947800 ,14 ,0 ,0 ,0 ,22 ,502 ,1 ,73 ,0 
2020-09-10,11215 ,광진구,동북권,389266.899200 ,361551.863100 ,21830.178900 ,5884.857100 ,408625.409100 ,361099.149400 ,369028.655200 ,403722.787700 ,166992.870200 ,29604.738000 ,76642.301700 ,60745.830500 ,16 ,0 ,0 ,0 ,23 ,520 ,4 ,76 ,0 
2020-09-09,11215 ,광진구,동북권,389250.773100 ,361912.266000 ,21924.453800 ,5414.053300 ,408383.780300 ,362584.093300 ,370265.430200 ,402811.732300 ,165848.619200 ,29175.073500 ,78056.989700 ,58616.556000 ,18 ,0 ,0 ,0 ,21 ,445 ,1 ,83 ,0 
2020-09-08,11215 ,광진구,동북권,391434.349300 ,363294.967000 ,22106.798900 ,6032.583300 ,410773.159800 ,361879.139400 ,370295.702100 ,406533.383000 ,165803.480600 ,29253.197800 ,77627.211900 ,58923.070900 ,11 ,0 ,0 ,0 ,23 ,548 ,0 ,72 ,0 
2020-09-07,11215 ,광진구,동북권,393674.946500 ,364133.677200 ,22509.348900 ,7031.920400 ,410831.959500 ,368469.413600 ,375913.758600 ,406361.509300 ,157373.368700 ,27065.122800 ,74712.929400 ,55595.316500 ,1 ,0 ,0 ,0 ,19 ,369 ,61 ,94 ,0 
2020-09-06,11215 ,광진구,동북권,398123.941500 ,368118.543600 ,23491.052000 ,6514.345900 ,409169.161500 ,387269.221700 ,392354.167900 ,402245.208300 ,135934.768200 ,20594.726000 ,73149.605000 ,42190.437200 ,13 ,0 ,0 ,0 ,22 ,471 ,6 ,80 ,1 
2020-09-05,11215 ,광진구,동북권,396098.599400 ,367255.246800 ,22776.548700 ,6066.803900 ,405943.521700 ,383702.655800 ,387423.555100 ,402295.059700 ,152581.450900 ,24916.062900 ,75386.412900 ,52278.975100 ,17 ,0 ,0 ,0 ,23 ,543 ,0 ,67 ,1 
2020-09-04,11215 ,광진구,동북권,391178.807200 ,363396.411900 ,21798.157000 ,5984.238300 ,410447.343400 ,362946.186300 ,371875.371600 ,404966.975500 ,166813.821200 ,28978.525100 ,77208.778700 ,60626.517400 ,11 ,0 ,0 ,0 ,23 ,543 ,0 ,64 ,0 
2020-09-03,11215 ,광진구,동북권,392195.923400 ,363739.962700 ,22322.292700 ,6133.668000 ,409627.311600 ,366303.722000 ,373122.988400 ,405819.448300 ,160508.786800 ,26458.996700 ,76706.583200 ,57343.206900 ,5 ,0 ,0 ,0 ,23 ,515 ,30 ,82 ,0 
